# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
591.0000 M35 5000000 2 416.0000 S157 S164 393 N S157->3_234->S164
840.3000 M88 5000000 2 400.3000 S32 S114 393 N S32->2_224->S114
925.9000 M144 5000000 2 205.9000 S19 S174 396 N S19->4_246->S174
1014.7000 M39 5000000 3 819.7000 S144 S2 386 N S144->S10->2_225->S2
1132.5000 M188 5000000 4 192.5000 S108 S152 396 N S108->S57->4_246->7_275->S152
1156.5000 M152 5000000 3 396.5000 S28 S113 393 N S28->S15->4_246->S113
1253.8000 M143 5000000 2 538.8000 S207 S181 391 N S207->2_224->S181
1342.0000 M5 5000000 2 1317.0000 S194 S56 378 N S194->7_276->S56
1385.9000 M34 5000000 3 1215.9000 S187 S141 379 N S187->S151->2_225->S141
1430.4000 M53 5000000 2 1165.4000 S59 S119 380 N S59->3_234->S119
1497.8000 M99 5000000 3 1002.8000 S7 S64 383 N S7->S207->2_224->S64
1596.7000 M228 5000000 2 456.7000 S148 S151 392 N S148->9_306->S151
1604.6000 M165 5000000 2 779.6000 S88 S104 387 N S88->9_305->S104
1641.7000 M25 5000000 2 1516.7000 S187 S26 374 N S187->4_245->S26
1707.6000 M24 5000000 2 1587.6000 S136 S20 373 N S136->2_225->S20
1733.2000 M202 5000000 2 723.2000 S133 S199 387 N S133->4_246->S199
1783.6000 M229 5000000 2 638.6000 S7 S5 389 N S7->9_305->S5
1803.8000 M113 5000000 2 1238.8000 S20 S93 379 N S20->9_305->S93
1818.9000 M150 5000000 2 1068.9000 S81 S47 382 N S81->7_276->S47
1887.3000 M75 5000000 4 1512.3000 S105 S72 374 N S105->9_305->S20->2_225->S72
1905.4000 M286 5000000 3 475.4000 S96 S149 392 N S96->S83->7_277->S149
1905.4000 M128 5000000 2 1265.4000 S202 S151 378 N S202->2_224->S151
1933.4000 M174 5000000 3 1063.4000 S97 S55 382 N S97->S148->9_306->S55
1945.5000 M136 5000000 2 1265.5000 S151 S189 378 N S151->3_234->S189
1950.5000 M64 5000000 2 1630.5000 S94 S189 372 N S94->3_234->S189
2015.7000 M140 5000000 3 1315.7000 S65 S3 378 N S65->7_276->7_275->S3
2023.8000 M14 5000000 3 1953.8000 S192 S38 367 N S192->S114->2_225->S38
2024.4000 M357 5000000 2 239.4000 S26 S118 396 N S26->4_245->S118
2039.3000 M222 5000000 2 929.3000 S144 S14 384 N S144->2_224->S14
2053.3000 M219 5000000 2 958.3000 S65 S104 384 N S65->7_276->S104
2066.6000 M345 5000000 2 341.6000 S5 S82 394 N S5->9_305->S82
2083.5000 M275 5000000 3 708.5000 S14 S134 388 N S14->S31->2_224->S134
2088.5000 M70 5000000 2 1738.5000 S2 S134 371 N S2->2_224->S134
2107.2000 M27 5000000 2 1972.2000 S71 S81 367 N S71->7_275->S81
2140.3000 M285 5000000 4 715.3000 S104 S149 388 N S104->S55->6T_260->9_305->S149
2145.1000 M250 5000000 3 895.1000 S30 S161 385 N S30->S141->2_224->S161
2151.2000 M277 5000000 3 766.2000 S154 S56 387 N S154->S9->7_275->S56
2156.2000 M21 5000000 2 2051.2000 S83 S56 365 N S83->7_275->S56
2179.3000 M266 5000000 3 849.3000 S206 S22 385 N S206->S117->3_235->S22
2184.3000 M256 5000000 2 904.3000 S154 S89 384 N S154->3_235->S89
2192.5000 M172 5000000 3 1332.5000 S72 S173 377 N S72->S114->2_225->S173
2208.1000 M183 5000000 3 1293.1000 S5 S20 378 N S5->S93->9_306->S20
2210.1000 M312 5000000 2 650.1000 S132 S190 389 N S132->2_224->S190
2215.0000 M178 5000000 2 1325.0000 S199 S44 377 N S199->4_246->S44
2234.7000 M272 5000000 3 874.7000 S163 S96 385 N S163->S82->9_305->S96
2235.6000 M33 5000000 2 2070.6000 S67 S170 365 N S67->7_276->S170
2239.7000 M313 5000000 3 674.7000 S55 S83 388 N S55->S104->9_305->S83
2244.1000 M260 5000000 3 944.1000 S180 S62 384 N S180->S110->4_246->S62
2259.1000 M360 5000000 3 459.1000 S155 S132 392 N S155->S142->7_277->S132
2268.0000 M338 5000000 3 578.0000 S187 S93 390 N S187->S151->3_236->S93
2307.8000 M196 5000000 2 1327.8000 S40 S168 377 N S40->7_275->S168
2308.8000 M245 5000000 3 1083.8000 S19 S132 381 N S19->S118->4_245->S132
2312.8000 M68 5000000 3 1972.8000 S96 S168 367 N S96->S83->7_275->S168
2370.5000 M372 5000000 3 510.5000 S58 S101 391 N S58->3_236->3_235->S101
2371.4000 M330 5000000 3 721.4000 S135 S68 387 N S135->S165->6T_260->S68
2392.0000 M361 5000000 2 587.0000 S112 S55 390 N S112->3_236->S55
2408.6000 M261 5000000 3 1103.6000 S7 S175 381 N S7->S207->9_306->S175
2412.1000 M50 5000000 2 2162.1000 S164 S21 363 N S164->3_235->S21
2413.6000 M294 5000000 3 943.6000 S163 S175 384 N S163->S82->9_306->S175
2417.8000 M163 5000000 3 1602.8000 S93 S129 373 N S93->S5->9_305->S129
2422.2000 M67 5000000 4 2087.2000 S183 S161 365 N S183->7_275->S170->7_276->S161
2427.1000 M207 5000000 2 1392.1000 S5 S140 376 N S5->3_235->S140
2446.4000 M204 5000000 2 1426.4000 S97 S170 376 N S97->7_277->S170
2453.0000 M263 5000000 2 1138.0000 S20 S181 381 N S20->2_226->S181
2456.5000 M350 5000000 2 706.5000 S94 S1 388 N S94->9_306->S1
2476.8000 M106 5000000 3 1946.8000 S55 S11 367 N S55->S104->3_235->S11
2481.8000 M56 5000000 3 2201.8000 S33 S204 363 N S33->S100->3_235->S204
2495.2000 M238 5000000 2 1305.2000 S152 S5 378 N S152->7_277->S5
2539.9000 M287 5000000 3 1104.9000 S206 S86 381 N S206->S117->3_235->S86
2554.1000 M415 5000000 2 479.1000 S127 S126 392 N S127->3_234->S126
2571.6000 M320 5000000 2 971.6000 S187 S108 383 N S187->4_247->S108
2580.6000 M337 5000000 3 895.6000 S197 S141 385 N S197->S136->2_227->S141
2594.4000 M479 5000000 3 199.4000 S85 S51 396 N S85->S198->3_234->S51
2616.2000 M32 5000000 2 2456.2000 S81 S117 359 N S81->7_276->S117
2622.5000 M192 5000000 3 1662.5000 S123 S150 372 N S123->S127->3_235->S150
