# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
591.0000 M35 5000000 2 416.0000 S157 S164 593 N S157->3_234->S164
836.9000 M88 5000000 2 396.9000 S32 S114 593 N S32->2_224->S114
925.9000 M144 5000000 2 205.9000 S19 S174 596 N S19->4_246->S174
1008.7000 M39 5000000 2 813.7000 S144 S2 586 N S144->2_225->S2
1156.5000 M152 5000000 2 396.5000 S28 S113 593 N S28->4_246->S113
1339.4000 M5 5000000 2 1314.4000 S194 S56 578 N S194->7_276->S56
1423.5000 M30 5000000 2 1273.5000 S101 S211 578 N S101->3_234->S211
1429.2000 M53 5000000 2 1164.2000 S59 S119 580 N S59->3_234->S119
1465.4000 M153 5000000 2 700.4000 S51 S124 588 N S51->3_235->S124
1604.6000 M165 5000000 2 779.6000 S88 S104 587 N S88->9_305->S104
1684.2000 M24 5000000 2 1564.2000 S136 S20 573 N S136->2_225->S20
1733.2000 M202 5000000 2 723.2000 S133 S199 587 N S133->4_246->S199
1818.3000 M150 5000000 2 1068.3000 S81 S47 582 N S81->7_276->S47
1905.4000 M286 5000000 2 475.4000 S96 S149 592 N S96->7_277->S149
1905.4000 M128 5000000 2 1265.4000 S202 S151 578 N S202->2_224->S151
1945.5000 M64 5000000 2 1625.5000 S94 S189 572 N S94->3_234->S189
2015.7000 M140 5000000 2 1315.7000 S65 S3 578 N S65->7_275->S3
2024.3000 M222 5000000 2 914.3000 S144 S14 584 N S144->2_224->S14
2024.4000 M357 5000000 2 239.4000 S26 S118 596 N S26->4_245->S118
2053.3000 M219 5000000 2 958.3000 S65 S104 584 N S65->7_276->S104
2089.8000 M27 5000000 2 1954.8000 S71 S81 567 N S71->7_275->S81
2112.8000 M189 5000000 2 1167.8000 S195 S187 580 N S195->3_236->S187
2151.2000 M277 5000000 2 766.2000 S154 S56 587 N S154->7_275->S56
2156.2000 M21 5000000 2 2051.2000 S83 S56 565 N S83->7_275->S56
2215.0000 M178 5000000 2 1325.0000 S199 S44 577 N S199->4_246->S44
2234.6000 M33 5000000 2 2069.6000 S67 S170 565 N S67->7_276->S170
2239.7000 M313 5000000 2 674.7000 S55 S83 588 N S55->9_305->S83
2240.6000 M260 5000000 2 940.6000 S180 S62 584 N S180->4_246->S62
2305.8000 M245 5000000 2 1080.8000 S19 S132 581 N S19->4_245->S132
2307.8000 M68 5000000 2 1967.8000 S96 S168 567 N S96->7_275->S168
2359.7000 M372 5000000 2 499.7000 S58 S101 591 N S58->3_235->S101
2383.5000 M294 5000000 2 913.5000 S163 S175 584 N S163->9_306->S175
2422.2000 M67 5000000 2 2087.2000 S183 S161 565 N S183->7_276->S161
2495.2000 M238 5000000 2 1305.2000 S152 S5 578 N S152->7_277->S5
2501.0000 M254 5000000 2 1231.0000 S123 S132 579 N S123->4_247->S132
2550.4000 M415 5000000 2 475.4000 S127 S126 592 N S127->3_234->S126
2574.2000 M132 5000000 2 1914.2000 S32 S136 568 N S32->2_226->S136
2577.2000 M337 5000000 2 892.2000 S197 S141 585 N S197->2_227->S141
2594.4000 M479 5000000 2 199.4000 S85 S51 596 N S85->3_234->S51
2606.5000 M32 5000000 2 2446.5000 S81 S117 559 N S81->7_276->S117
2607.6000 M81 5000000 2 2202.6000 S107 S150 563 N S107->3_235->S150
2612.6000 M192 5000000 2 1652.6000 S123 S150 572 N S123->3_235->S150
2629.4000 M417 5000000 2 544.4000 S158 S47 590 N S158->9_307->S47
2645.4000 M115 5000000 2 2070.4000 S16 S187 565 N S16->7_276->S187
2701.9000 M284 5000000 2 1281.9000 S17 S51 578 N S17->3_236->S51
2706.9000 M267 5000000 2 1371.9000 S17 S51 577 N S17->3_236->S51
2711.9000 M149 5000000 2 1966.9000 S17 S51 567 N S17->3_236->S51
2787.3000 M215 5000000 2 1712.3000 S62 S118 571 N S62->4_247->S118
2847.1000 M185 5000000 2 1922.1000 S115 S52 567 N S115->3_236->S52
2857.2000 M392 5000000 2 897.2000 S170 S94 585 N S170->7_277->S94
2895.2000 M186 5000000 2 1965.2000 S65 S83 567 N S65->7_276->S83
2903.7000 M276 5000000 2 1523.7000 S17 S107 574 N S17->3_236->S107
2934.6000 M460 5000000 2 634.6000 S103 S199 589 N S103->4_245->S199
3030.0000 M445 5000000 2 805.0000 S183 S88 586 N S183->7_277->S88
3076.1000 M105 5000000 2 2551.1000 S124 S59 557 N S124->3_234->S59
3198.4000 M553 5000000 2 433.4000 S33 S151 592 N S33->3_234->S151
3201.7000 M443 5000000 2 986.7000 S189 S23 583 N S189->3_236->S23
3263.8000 M461 5000000 2 958.8000 S93 S100 584 N S93->9_308->S100
3282.4000 M200 5000000 2 2282.4000 S171 S40 561 N S171->7_277->S40
3297.6000 M446 5000000 2 1067.6000 S180 S25 582 N S180->4_245->S25
3375.0000 M556 5000000 2 595.0000 S61 S28 590 N S61->4_247->S28
3408.2000 M522 5000000 2 798.2000 S113 S2 586 N S113->2_224->S2
3442.4000 M379 5000000 2 1547.4000 S111 S62 574 N S111->4_245->S62
3495.0000 M698 5000000 1 5.0000 S48 S120 599 N S48->S120
3506.4000 M311 5000000 2 1951.4000 S1 S97 567 N S1->9_307->S97
3511.4000 M589 5000000 2 566.4000 S117 S97 590 N S117->9_307->S97
3534.2000 M390 5000000 2 1584.2000 S41 S158 573 N S41->9_308->S158
3612.4000 M50 5000000 2 3362.4000 S164 S21 543 N S164->3_234->S21
3649.0000 M577 5000000 2 764.0000 S186 S113 587 N S186->4_246->S113
3676.0000 M56 5000000 2 3396.0000 S33 S204 543 N S33->3_234->S204
3681.0000 M293 5000000 2 2216.0000 S107 S204 563 N S107->3_234->S204
3686.0000 M106 5000000 2 3156.0000 S55 S11 547 N S55->3_234->S11
3718.6000 M578 5000000 2 828.6000 S102 S197 586 N S102->2_224->S197
3824.7000 M669 5000000 2 479.7000 S183 S55 592 N S183->7_279->S55
3838.4000 M628 5000000 2 698.4000 S136 S74 588 N S136->2_224->S74
3860.0000 M663 5000000 2 545.0000 S210 S17 590 N S210->3_234->S17
3864.4000 M676 5000000 2 484.4000 S206 S155 591 N S206->7_278->S155
3878.3000 M384 5000000 2 1958.3000 S77 S102 567 N S77->2_225->S102
3926.0000 M470 5000000 2 1576.0000 S57 S103 573 N S57->4_247->S103
3951.0000 M430 5000000 2 1801.0000 S186 S92 569 N S186->4_246->S92
3955.2000 M597 5000000 2 970.2000 S58 S196 583 N S58->3_237->S196
4042.1000 M503 5000000 2 1527.1000 S189 S154 574 N S189->3_236->S154
4044.3000 M529 5000000 2 1399.3000 S18 S130 576 N S18->3_237->S130
4166.1000 M258 5000000 2 2876.1000 S124 S144 552 N S124->2_225->S144
4271.8000 M843 5000000 2 56.8000 S5 S42 599 N S5->3_236->S42
4281.0000 M775 5000000 2 406.0000 S180 S127 593 N S180->4_247->S127
4289.1000 M514 5000000 2 1719.1000 S21 S127 571 N S21->3_237->S127
4333.8000 M361 5000000 2 2528.8000 S112 S55 557 N S112->9_305->S55
4342.9000 M429 5000000 2 2197.9000 S47 S117 563 N S47->9_306->S117
4356.8000 M716 5000000 2 776.8000 S143 S202 587 N S143->2_227->S202
4405.0000 M880 5000000 1 5.0000 S108 S57 599 N S108->S57
4411.4000 M410 5000000 2 2361.4000 S93 S187 560 N S93->3_236->S187
4454.7000 M793 5000000 2 489.7000 S88 S55 591 N S88->7_275->S55
4463.9000 M755 5000000 2 688.9000 S149 S100 588 N S149->9_305->S100
4465.3000 M345 5000000 2 2740.3000 S5 S82 554 N S5->9_306->S82
4484.7000 M70 5000000 2 4134.7000 S2 S134 531 N S2->2_225->S134
4489.7000 M544 5000000 2 1769.7000 S135 S134 570 N S135->2_225->S134
4552.0000 M784 5000000 2 632.0000 S40 S56 589 N S40->7_279->S56
4579.8000 M618 5000000 2 1489.8000 S51 S89 575 N S51->3_236->S89
4618.9000 M438 5000000 2 2428.9000 S150 S42 559 N S150->3_235->S42
4635.1000 M272 5000000 2 3275.1000 S163 S96 545 N S163->9_306->S96
4665.5000 M856 5000000 2 385.5000 S111 S187 593 N S111->4_245->S187
4782.4000 M740 5000000 2 1082.4000 S31 S64 581 N S31->2_226->S64
4788.2000 M826 5000000 2 658.2000 S156 S102 589 N S156->2_226->S102
4814.5000 M728 5000000 2 1174.5000 S168 S67 580 N S168->7_279->S67
4818.3000 M799 5000000 2 823.3000 S15 S31 586 N S15->4_246->S31
4849.1000 M759 5000000 2 1054.1000 S44 S113 582 N S44->4_245->S113
4850.0000 M969 5000000 1 5.0000 S102 S64 599 N S102->S64
4899.3000 M614 5000000 2 1829.3000 S63 S132 569 N S63->4_245->S132
4913.4000 M690 5000000 2 1463.4000 S23 S85 575 N S23->3_237->S85
4919.1000 M435 5000000 2 2744.1000 S176 S100 554 N S176->3_235->S100
5001.2000 M847 5000000 2 766.2000 S198 S121 587 N S198->3_237->S121
5003.4000 M468 5000000 2 2663.4000 S47 S176 555 N S47->3_236->S176
5008.4000 M297 5000000 2 3523.4000 S89 S150 541 N S89->3_236->S150
5044.7000 M643 5000000 2 1829.7000 S137 S74 569 N S137->2_226->S74
5054.8000 M938 5000000 2 364.8000 S198 S90 593 N S198->3_237->S90
5061.4000 M375 5000000 2 3186.4000 S112 S124 546 N S112->3_235->S124
5083.6000 M944 5000000 2 363.6000 S181 S64 593 N S181->2_227->S64
5178.5000 M891 5000000 2 723.5000 S90 S33 587 N S90->3_237->S33
5190.7000 M285 5000000 2 3765.7000 S104 S149 537 N S104->7_275->S149
5246.2000 M711 5000000 2 1691.2000 S23 S9 571 N S23->3_237->S9
5263.0000 M782 5000000 2 1353.0000 S137 S7 577 N S137->2_226->S7
5268.0000 M539 5000000 2 2573.0000 S156 S47 557 N S156->2_226->S47
5308.3000 M481 5000000 2 2903.3000 S155 S119 551 N S155->7_276->S119
5325.0000 M1064 5000000 1 5.0000 S121 S51 599 N S121->S51
5363.4000 M696 5000000 2 1883.4000 S162 S75 568 N S162->7_275->S75
5364.1000 M603 5000000 2 2349.1000 S133 S109 560 N S133->4_246->S109
5368.4000 M179 5000000 2 4473.4000 S112 S75 525 N S112->7_275->S75
5369.1000 M954 5000000 2 599.1000 S103 S109 590 N S103->4_246->S109
5415.0000 M1082 5000000 1 5.0000 S96 S83 599 N S96->S83
5446.8000 M1006 5000000 2 416.8000 S173 S38 593 N S173->2_224->S38
5451.6000 M804 5000000 2 1431.6000 S62 S109 576 N S62->4_247->S109
5481.1000 M932 5000000 2 821.1000 S133 S127 586 N S133->4_246->S127
5540.4000 M376 5000000 2 3660.4000 S40 S50 538 N S40->7_275->S50
5545.4000 M65 5000000 2 5220.4000 S206 S34 512 N S206->7_275->S34
5593.8000 M797 5000000 2 1608.8000 S67 S154 573 N S67->7_277->S154
5599.2000 M920 5000000 2 999.2000 S126 S151 583 N S126->3_237->S151
5604.7000 M962 5000000 2 794.7000 S158 S155 586 N S158->9_308->S155
5612.3000 M680 5000000 2 2212.3000 S178 S187 563 N S178->3_237->S187
5628.5000 M528 5000000 2 2988.5000 S142 S200 550 N S142->7_276->S200
5638.4000 M554 5000000 2 2868.4000 S127 S49 552 N S127->4_246->S49
5664.6000 M582 5000000 2 2754.6000 S206 S100 554 N S206->9_307->S100
5668.6000 M942 5000000 2 958.6000 S19 S61 584 N S19->4_245->S61
5684.7000 M275 5000000 2 4309.7000 S14 S134 528 N S14->2_227->S134
5694.0000 M949 5000000 2 949.0000 S186 S133 584 N S186->4_247->S133
5754.9000 M766 5000000 2 1924.9000 S57 S138 567 N S57->4_246->S138
5756.7000 M347 5000000 2 4021.7000 S119 S201 532 N S119->7_276->S201
5803.9000 M862 5000000 2 1493.9000 S73 S137 575 N S73->2_227->S137
5808.9000 M312 5000000 2 4248.9000 S132 S190 529 N S132->2_227->S190
5834.8000 M727 5000000 2 2199.8000 S168 S96 563 N S168->9_308->S96
5882.1000 M1091 5000000 2 427.1000 S144 S209 592 N S144->2_225->S209
5904.1000 M1151 5000000 2 149.1000 S96 S148 597 N S96->9_308->S148
5907.2000 M196 5000000 2 4927.2000 S40 S168 517 N S40->7_276->S168
6111.7000 M839 5000000 2 1916.7000 S77 S141 568 N S77->2_224->S141
6135.4000 M488 5000000 2 3695.4000 S22 S18 538 N S22->3_237->S18
6203.0000 M978 5000000 2 1313.0000 S24 S150 578 N S24->3_237->S150
6208.0000 M1040 5000000 2 1008.0000 S80 S150 583 N S80->3_237->S150
6228.3000 M1055 5000000 2 953.3000 S145 S47 584 N S145->9_305->S47
6239.4000 M1145 5000000 2 514.4000 S31 S28 591 N S31->4_247->S28
6265.1000 M1093 5000000 2 800.1000 S33 S142 586 N S33->7_277->S142
6352.2000 M916 5000000 2 1772.2000 S63 S92 570 N S63->4_247->S92
6357.2000 M945 5000000 2 1632.2000 S138 S92 572 N S138->4_247->S92
6385.5000 M1214 5000000 2 315.5000 S8 S30 594 N S8->4_245->S30
6386.1000 M562 5000000 2 3576.1000 S147 S84 540 N S147->7_277->S84
6387.1000 M1178 5000000 2 497.1000 S57 S118 591 N S57->4_247->S118
6442.8000 M571 5000000 2 3587.8000 S74 S119 540 N S74->2_225->S119
6462.7000 M1162 5000000 2 652.7000 S136 S7 589 N S136->2_225->S7
6468.4000 M854 5000000 2 2198.4000 S77 S27 563 N S77->2_224->S27
6496.0000 M1143 5000000 2 781.0000 S51 S5 586 N S51->3_238->S5
6564.2000 M870 5000000 2 2214.2000 S67 S75 563 N S67->7_277->S75
6569.2000 M818 5000000 2 2479.2000 S39 S97 558 N S39->7_277->S97
6569.3000 M1193 5000000 2 604.3000 S83 S5 589 N S83->9_306->S5
6604.4000 M1059 5000000 2 1309.4000 S184 S112 578 N S184->3_238->S112
6626.1000 M1200 5000000 2 626.1000 S90 S117 589 N S90->3_238->S117
6655.2000 M986 5000000 2 1725.2000 S113 S192 571 N S113->2_225->S192
6690.0000 M1322 5000000 2 80.0000 S93 S112 598 N S93->9_305->S112
6696.0000 M635 5000000 2 3521.0000 S209 S187 541 N S209->2_224->S187
6748.7000 M1111 5000000 2 1193.7000 S198 S8 580 N S198->3_238->S8
6830.4000 M1194 5000000 2 860.4000 S119 S143 585 N S119->2_225->S143
6838.9000 M1053 5000000 2 1573.9000 S118 S49 573 N S118->4_245->S49
6896.5000 M1206 5000000 2 866.5000 S25 S103 585 N S25->4_246->S103
6956.1000 M1051 5000000 2 1701.1000 S49 S110 571 N S49->4_246->S110
6972.6000 M1301 5000000 2 467.6000 S45 S28 592 N S45->4_247->S28
6997.7000 M901 5000000 2 2492.7000 S134 S32 558 N S134->2_225->S32
7042.6000 M1067 5000000 2 1707.6000 S57 S62 571 N S57->4_245->S62
7065.2000 M1190 5000000 2 1115.2000 S76 S187 581 N S76->4_246->S187
7070.2000 M953 5000000 2 2305.2000 S133 S187 561 N S133->4_246->S187
7103.4000 M774 5000000 2 3233.4000 S59 S75 546 N S59->9_305->S75
7107.5000 M1310 5000000 2 557.5000 S118 S132 590 N S118->4_247->S132
7180.0000 M1247 5000000 2 945.0000 S63 S31 584 N S63->4_246->S31
7216.0000 M1070 5000000 2 1866.0000 S107 S18 568 N S107->3_238->S18
7249.9000 M1216 5000000 2 1169.9000 S109 S113 580 N S109->4_246->S113
7306.7000 M1233 5000000 2 1141.7000 S62 S161 580 N S62->4_246->S161
7335.1000 M1382 5000000 2 425.1000 S85 S90 592 N S85->3_235->S90
7338.1000 M1058 5000000 2 2048.1000 S130 S17 565 N S130->3_238->S17
7345.5000 M994 5000000 2 2375.5000 S172 S124 560 N S172->3_235->S124
7409.5000 M1355 5000000 2 634.5000 S39 S40 589 N S39->7_276->S40
7458.4000 M1416 5000000 2 378.4000 S51 S33 593 N S51->3_235->S33
7470.5000 M1342 5000000 2 760.5000 S28 S180 587 N S28->4_247->S180
7521.7000 M1096 5000000 2 2041.7000 S67 S163 565 N S67->7_279->S163
7525.4000 M1221 5000000 2 1420.4000 S26 S103 576 N S26->4_247->S103
7530.4000 M1239 5000000 2 1335.4000 S208 S133 577 N S208->4_247->S133
7535.4000 M1188 5000000 2 1595.4000 S28 S103 573 N S28->4_247->S103
7586.4000 M1313 5000000 2 1021.4000 S118 S116 582 N S118->4_247->S116
7590.9000 M965 5000000 2 2765.9000 S103 S19 553 N S103->4_246->S19
7733.6000 M1432 5000000 2 573.6000 S5 S158 590 N S5->9_308->S158
7763.6000 M1429 5000000 2 618.6000 S161 S148 589 N S161->7_279->S148
7802.1000 M1266 5000000 2 1472.1000 S61 S186 575 N S61->4_247->S186
7804.7000 M1034 5000000 2 2634.7000 S198 S112 556 N S198->3_235->S112
7880.1000 M1054 5000000 2 2610.1000 S81 S100 556 N S81->7_276->S100
7944.4000 M884 5000000 2 3524.4000 S3 S0 541 N S3->7_279->S0
7965.0000 M1592 5000000 1 5.0000 S134 S113 599 N S134->S113
8037.2000 M1479 5000000 2 642.2000 S110 S49 589 N S110->4_247->S49
8042.2000 M1559 5000000 2 247.2000 S63 S49 595 N S63->4_247->S49
8058.7000 M1417 5000000 2 973.7000 S126 S22 583 N S126->3_235->S22
8180.9000 M1318 5000000 2 1590.9000 S198 S80 573 N S198->3_235->S80
8185.9000 M1292 5000000 2 1725.9000 S52 S80 571 N S52->3_235->S80
8201.1000 M325 5000000 2 6576.1000 S142 S187 490 N S142->9_305->S187
8293.8000 M1426 5000000 2 1163.8000 S198 S21 580 N S198->3_235->S21
8419.2000 M1256 5000000 2 2139.2000 S121 S86 564 N S121->3_235->S86
8482.2000 M1120 5000000 2 2882.2000 S168 S134 551 N S168->7_276->S134
