# time  ID  size  fromHost  toHost  TTL  isResponse
1785.0000 M357 5000000 S31 S28 600 N 
1790.0000 M358 5000000 S15 S49 600 N 
1795.0000 M359 5000000 S0 S13 600 N 
1800.0000 M360 5000000 S1 S58 600 N 
1805.0000 M361 5000000 S11 S21 600 N 
1810.0000 M362 5000000 S52 S33 600 N 
1815.0000 M363 5000000 S7 S39 600 N 
1820.0000 M364 5000000 S3 S9 600 N 
1825.0000 M365 5000000 S19 S40 600 N 
1830.0000 M366 5000000 S60 S11 600 N 
1835.0000 M367 5000000 S5 S19 600 N 
1840.0000 M368 5000000 S37 S39 600 N 
1845.0000 M369 5000000 S18 S15 600 N 
1850.0000 M370 5000000 S43 S4 600 N 
1855.0000 M371 5000000 S6 S49 600 N 
1860.0000 M372 5000000 S4 S52 600 N 
1865.0000 M373 5000000 S11 S37 600 N 
1870.0000 M374 5000000 S59 S10 600 N 
1875.0000 M375 5000000 S13 S3 600 N 
1880.0000 M376 5000000 S16 S27 600 N 
1885.0000 M377 5000000 S35 S37 600 N 
1890.0000 M378 5000000 S48 S22 600 N 
1895.0000 M379 5000000 S36 S38 600 N 
1900.0000 M380 5000000 S35 S42 600 N 
1905.0000 M381 5000000 S12 S30 600 N 
1910.0000 M382 5000000 S27 S21 600 N 
1915.0000 M383 5000000 S58 S9 600 N 
1920.0000 M384 5000000 S50 S19 600 N 
1925.0000 M385 5000000 S47 S36 600 N 
1930.0000 M386 5000000 S22 S50 600 N 
1935.0000 M387 5000000 S20 S60 600 N 
1940.0000 M388 5000000 S13 S15 600 N 
1945.0000 M389 5000000 S0 S59 600 N 
1950.0000 M390 5000000 S39 S0 600 N 
1955.0000 M391 5000000 S34 S38 600 N 
1960.0000 M392 5000000 S16 S11 600 N 
1965.0000 M393 5000000 S24 S5 600 N 
1970.0000 M394 5000000 S2 S32 600 N 
1975.0000 M395 5000000 S37 S14 600 N 
1980.0000 M396 5000000 S24 S38 600 N 
1985.0000 M397 5000000 S52 S59 600 N 
1990.0000 M398 5000000 S6 S53 600 N 
1995.0000 M399 5000000 S4 S44 600 N 
2000.0000 M400 5000000 S53 S57 600 N 
2005.0000 M401 5000000 S20 S19 600 N 
2010.0000 M402 5000000 S25 S36 600 N 
2015.0000 M403 5000000 S28 S50 600 N 
2020.0000 M404 5000000 S33 S57 600 N 
2025.0000 M405 5000000 S53 S57 600 N 
2030.0000 M406 5000000 S14 S21 600 N 
2035.0000 M407 5000000 S44 S8 600 N 
2040.0000 M408 5000000 S23 S57 600 N 
2045.0000 M409 5000000 S49 S31 600 N 
2050.0000 M410 5000000 S4 S46 600 N 
2055.0000 M411 5000000 S11 S1 600 N 
2060.0000 M412 5000000 S30 S58 600 N 
2065.0000 M413 5000000 S12 S56 600 N 
2070.0000 M414 5000000 S11 S49 600 N 
2075.0000 M415 5000000 S45 S17 600 N 
2080.0000 M416 5000000 S33 S0 600 N 
2085.0000 M417 5000000 S10 S54 600 N 
2090.0000 M418 5000000 S28 S23 600 N 
2095.0000 M419 5000000 S58 S49 600 N 
2100.0000 M420 5000000 S59 S18 600 N 
2105.0000 M421 5000000 S55 S37 600 N 
2110.0000 M422 5000000 S23 S19 600 N 
2115.0000 M423 5000000 S18 S32 600 N 
2120.0000 M424 5000000 S30 S26 600 N 
2125.0000 M425 5000000 S50 S5 600 N 
2130.0000 M426 5000000 S37 S36 600 N 
2135.0000 M427 5000000 S38 S12 600 N 
2140.0000 M428 5000000 S16 S18 600 N 
2145.0000 M429 5000000 S8 S51 600 N 
2150.0000 M430 5000000 S15 S0 600 N 
2155.0000 M431 5000000 S30 S28 600 N 
2160.0000 M432 5000000 S48 S45 600 N 
2165.0000 M433 5000000 S2 S13 600 N 
2170.0000 M434 5000000 S40 S23 600 N 
2175.0000 M435 5000000 S29 S23 600 N 
2180.0000 M436 5000000 S55 S8 600 N 
2185.0000 M437 5000000 S28 S51 600 N 
2190.0000 M438 5000000 S29 S51 600 N 
2195.0000 M439 5000000 S25 S50 600 N 
2200.0000 M440 5000000 S33 S27 600 N 
2205.0000 M441 5000000 S11 S8 600 N 
2210.0000 M442 5000000 S43 S47 600 N 
2215.0000 M443 5000000 S41 S36 600 N 
2220.0000 M444 5000000 S60 S34 600 N 
2225.0000 M445 5000000 S51 S21 600 N 
2230.0000 M446 5000000 S33 S53 600 N 
2235.0000 M447 5000000 S9 S32 600 N 
2240.0000 M448 5000000 S41 S20 600 N 
2245.0000 M449 5000000 S43 S27 600 N 
2250.0000 M450 5000000 S25 S26 600 N 
2255.0000 M451 5000000 S51 S55 600 N 
2260.0000 M452 5000000 S27 S7 600 N 
2265.0000 M453 5000000 S45 S44 600 N 
2270.0000 M454 5000000 S55 S58 600 N 
2275.0000 M455 5000000 S40 S2 600 N 
2280.0000 M456 5000000 S29 S44 600 N 
2285.0000 M457 5000000 S33 S37 600 N 
2290.0000 M458 5000000 S48 S24 600 N 
2295.0000 M459 5000000 S31 S33 600 N 
2300.0000 M460 5000000 S33 S51 600 N 
2305.0000 M461 5000000 S47 S29 600 N 
2310.0000 M462 5000000 S40 S32 600 N 
2315.0000 M463 5000000 S1 S21 600 N 
2320.0000 M464 5000000 S32 S5 600 N 
2325.0000 M465 5000000 S1 S19 600 N 
2330.0000 M466 5000000 S56 S37 600 N 
2335.0000 M467 5000000 S45 S40 600 N 
2340.0000 M468 5000000 S14 S8 600 N 
2345.0000 M469 5000000 S8 S4 600 N 
2350.0000 M470 5000000 S60 S52 600 N 
2355.0000 M471 5000000 S8 S33 600 N 
2360.0000 M472 5000000 S59 S57 600 N 
2365.0000 M473 5000000 S44 S50 600 N 
2370.0000 M474 5000000 S34 S36 600 N 
2375.0000 M475 5000000 S46 S4 600 N 
2380.0000 M476 5000000 S44 S4 600 N 
2385.0000 M477 5000000 S35 S15 600 N 
2390.0000 M478 5000000 S7 S17 600 N 
2395.0000 M479 5000000 S24 S33 600 N 
2400.0000 M480 5000000 S40 S9 600 N 
2405.0000 M481 5000000 S51 S13 600 N 
2410.0000 M482 5000000 S31 S56 600 N 
2415.0000 M483 5000000 S51 S35 600 N 
2420.0000 M484 5000000 S10 S57 600 N 
2425.0000 M485 5000000 S41 S9 600 N 
2430.0000 M486 5000000 S50 S54 600 N 
2435.0000 M487 5000000 S55 S42 600 N 
2440.0000 M488 5000000 S52 S58 600 N 
2445.0000 M489 5000000 S19 S11 600 N 
2450.0000 M490 5000000 S23 S5 600 N 
2455.0000 M491 5000000 S24 S27 600 N 
2460.0000 M492 5000000 S29 S6 600 N 
2465.0000 M493 5000000 S2 S11 600 N 
2470.0000 M494 5000000 S33 S52 600 N 
2475.0000 M495 5000000 S48 S2 600 N 
2480.0000 M496 5000000 S31 S6 600 N 
2485.0000 M497 5000000 S38 S15 600 N 
2490.0000 M498 5000000 S29 S23 600 N 
2495.0000 M499 5000000 S41 S43 600 N 
2500.0000 M500 5000000 S28 S11 600 N 
2505.0000 M501 5000000 S46 S43 600 N 
2510.0000 M502 5000000 S28 S23 600 N 
2515.0000 M503 5000000 S25 S35 600 N 
2520.0000 M504 5000000 S42 S15 600 N 
2525.0000 M505 5000000 S7 S34 600 N 
2530.0000 M506 5000000 S12 S23 600 N 
2535.0000 M507 5000000 S7 S49 600 N 
2540.0000 M508 5000000 S51 S19 600 N 
2545.0000 M509 5000000 S14 S58 600 N 
2550.0000 M510 5000000 S37 S2 600 N 
2555.0000 M511 5000000 S43 S8 600 N 
2560.0000 M512 5000000 S14 S46 600 N 
2565.0000 M513 5000000 S57 S15 600 N 
2570.0000 M514 5000000 S18 S6 600 N 
2575.0000 M515 5000000 S51 S36 600 N 
2580.0000 M516 5000000 S53 S1 600 N 
2585.0000 M517 5000000 S20 S16 600 N 
2590.0000 M518 5000000 S38 S8 600 N 
2595.0000 M519 5000000 S17 S19 600 N 
2600.0000 M520 5000000 S7 S34 600 N 
2605.0000 M521 5000000 S51 S30 600 N 
2610.0000 M522 5000000 S21 S2 600 N 
2615.0000 M523 5000000 S43 S29 600 N 
2620.0000 M524 5000000 S21 S54 600 N 
2625.0000 M525 5000000 S43 S3 600 N 
2630.0000 M526 5000000 S0 S2 600 N 
2635.0000 M527 5000000 S9 S60 600 N 
2640.0000 M528 5000000 S8 S2 600 N 
2645.0000 M529 5000000 S1 S10 600 N 
2650.0000 M530 5000000 S49 S39 600 N 
2655.0000 M531 5000000 S25 S58 600 N 
2660.0000 M532 5000000 S54 S45 600 N 
2665.0000 M533 5000000 S54 S57 600 N 
2670.0000 M534 5000000 S49 S46 600 N 
2675.0000 M535 5000000 S3 S27 600 N 
2680.0000 M536 5000000 S13 S34 600 N 
2685.0000 M537 5000000 S46 S42 600 N 
2690.0000 M538 5000000 S59 S46 600 N 
2695.0000 M539 5000000 S32 S47 600 N 
2700.0000 M540 5000000 S27 S39 600 N 
2705.0000 M541 5000000 S51 S29 600 N 
2710.0000 M542 5000000 S35 S43 600 N 
2715.0000 M543 5000000 S28 S17 600 N 
2720.0000 M544 5000000 S42 S9 600 N 
2725.0000 M545 5000000 S39 S9 600 N 
2730.0000 M546 5000000 S47 S57 600 N 
2735.0000 M547 5000000 S11 S9 600 N 
2740.0000 M548 5000000 S32 S16 600 N 
2745.0000 M549 5000000 S29 S3 600 N 
2750.0000 M550 5000000 S14 S45 600 N 
2755.0000 M551 5000000 S52 S3 600 N 
2760.0000 M552 5000000 S7 S14 600 N 
2765.0000 M553 5000000 S52 S23 600 N 
2770.0000 M554 5000000 S37 S14 600 N 
2775.0000 M555 5000000 S24 S54 600 N 
2780.0000 M556 5000000 S38 S44 600 N 
2785.0000 M557 5000000 S9 S37 600 N 
2790.0000 M558 5000000 S28 S31 600 N 
2795.0000 M559 5000000 S32 S26 600 N 
2800.0000 M560 5000000 S40 S31 600 N 
2805.0000 M561 5000000 S9 S48 600 N 
2810.0000 M562 5000000 S51 S50 600 N 
2815.0000 M563 5000000 S5 S57 600 N 
2820.0000 M564 5000000 S47 S56 600 N 
2825.0000 M565 5000000 S18 S25 600 N 
2830.0000 M566 5000000 S47 S31 600 N 
2835.0000 M567 5000000 S57 S12 600 N 
2840.0000 M568 5000000 S56 S53 600 N 
2845.0000 M569 5000000 S45 S25 600 N 
2850.0000 M570 5000000 S27 S40 600 N 
2855.0000 M571 5000000 S36 S11 600 N 
2860.0000 M572 5000000 S37 S15 600 N 
2865.0000 M573 5000000 S7 S19 600 N 
2870.0000 M574 5000000 S4 S59 600 N 
2875.0000 M575 5000000 S37 S42 600 N 
2880.0000 M576 5000000 S53 S26 600 N 
2885.0000 M577 5000000 S58 S51 600 N 
2890.0000 M578 5000000 S57 S55 600 N 
2895.0000 M579 5000000 S37 S23 600 N 
2900.0000 M580 5000000 S50 S23 600 N 
2905.0000 M581 5000000 S25 S23 600 N 
2910.0000 M582 5000000 S11 S16 600 N 
2915.0000 M583 5000000 S11 S24 600 N 
2920.0000 M584 5000000 S28 S51 600 N 
2925.0000 M585 5000000 S16 S60 600 N 
2930.0000 M586 5000000 S19 S56 600 N 
2935.0000 M587 5000000 S45 S36 600 N 
