# time  ID  size  fromHost  toHost  TTL  isResponse
1623.0000 M541 1000000 S62 S162 600 N 
1626.0000 M542 1000000 S145 S146 600 N 
1629.0000 M543 1000000 S188 S44 600 N 
1632.0000 M544 1000000 S135 S134 600 N 
1635.0000 M545 1000000 S63 S73 600 N 
1638.0000 M546 1000000 S109 S145 600 N 
1641.0000 M547 1000000 S165 S155 600 N 
1644.0000 M548 1000000 S13 S168 600 N 
1647.0000 M549 1000000 S172 S88 600 N 
1650.0000 M550 1000000 S164 S152 600 N 
1653.0000 M551 1000000 S79 S95 600 N 
1656.0000 M552 1000000 S179 S84 600 N 
1659.0000 M553 1000000 S33 S151 600 N 
1662.0000 M554 1000000 S127 S49 600 N 
1665.0000 M555 1000000 S7 S147 600 N 
1668.0000 M556 1000000 S61 S28 600 N 
1671.0000 M557 1000000 S177 S171 600 N 
1674.0000 M558 1000000 S124 S29 600 N 
1677.0000 M559 1000000 S39 S146 600 N 
1680.0000 M560 1000000 S104 S8 600 N 
1683.0000 M561 1000000 S72 S162 600 N 
1686.0000 M562 1000000 S147 S84 600 N 
1689.0000 M563 1000000 S88 S1 600 N 
1692.0000 M564 1000000 S77 S107 600 N 
1695.0000 M565 1000000 S137 S189 600 N 
1698.0000 M566 1000000 S5 S204 600 N 
1701.0000 M567 1000000 S121 S81 600 N 
1704.0000 M568 1000000 S58 S61 600 N 
1707.0000 M569 1000000 S168 S146 600 N 
1710.0000 M570 1000000 S27 S184 600 N 
1713.0000 M571 1000000 S74 S119 600 N 
1716.0000 M572 1000000 S67 S64 600 N 
1719.0000 M573 1000000 S107 S74 600 N 
1722.0000 M574 1000000 S169 S208 600 N 
1725.0000 M575 1000000 S141 S23 600 N 
1728.0000 M576 1000000 S124 S52 600 N 
1731.0000 M577 1000000 S186 S113 600 N 
1734.0000 M578 1000000 S102 S197 600 N 
1737.0000 M579 1000000 S206 S165 600 N 
1740.0000 M580 1000000 S13 S32 600 N 
1743.0000 M581 1000000 S40 S198 600 N 
1746.0000 M582 1000000 S206 S100 600 N 
1749.0000 M583 1000000 S14 S149 600 N 
1752.0000 M584 1000000 S126 S133 600 N 
1755.0000 M585 1000000 S25 S90 600 N 
1758.0000 M586 1000000 S203 S45 600 N 
1761.0000 M587 1000000 S149 S212 600 N 
1764.0000 M588 1000000 S200 S167 600 N 
1767.0000 M589 1000000 S117 S97 600 N 
1770.0000 M590 1000000 S94 S62 600 N 
1773.0000 M591 1000000 S103 S204 600 N 
