# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
618.0000 M613 5000000 1 5.0000 S27 S14 199 N S27->S14
1085.0000 M1080 5000000 1 5.0000 S51 S70 199 N S51->S70
1272.0000 M1267 5000000 1 5.0000 S51 S70 199 N S51->S70
1384.0000 M1379 5000000 1 5.0000 S45 S0 199 N S45->S0
1901.0000 M1896 5000000 1 5.0000 S31 S4 199 N S31->S4
1940.0000 M1935 5000000 1 5.0000 S6 S1 199 N S6->S1
2111.0000 M2106 5000000 1 5.0000 S73 S40 199 N S73->S40
2275.0000 M2270 5000000 1 5.0000 S1 S6 199 N S1->S6
2380.0000 M2375 5000000 1 5.0000 S12 S61 199 N S12->S61
2452.0000 M2447 5000000 1 5.0000 S40 S73 199 N S40->S73
2821.0000 M2816 5000000 1 5.0000 S26 S25 199 N S26->S25
2904.0000 M2899 5000000 1 5.0000 S6 S60 199 N S6->S60
2950.0000 M2945 5000000 1 5.0000 S45 S0 199 N S45->S0
3134.0000 M3129 5000000 1 5.0000 S77 S3 199 N S77->S3
3178.0000 M3173 5000000 1 5.0000 S73 S40 199 N S73->S40
3503.0000 M3498 5000000 1 5.0000 S60 S1 199 N S60->S1
3608.0000 M3603 5000000 1 5.0000 S73 S40 199 N S73->S40
3615.0000 M3610 5000000 1 5.0000 S6 S60 199 N S6->S60
3738.0000 M3733 5000000 1 5.0000 S6 S1 199 N S6->S1
3880.0000 M3875 5000000 1 5.0000 S61 S72 199 N S61->S72
4075.0000 M4070 5000000 1 5.0000 S14 S27 199 N S14->S27
4153.0000 M4148 5000000 1 5.0000 S35 S77 199 N S35->S77
4180.0000 M4175 5000000 1 5.0000 S12 S61 199 N S12->S61
4198.0000 M4193 5000000 1 5.0000 S6 S1 199 N S6->S1
4434.0000 M4429 5000000 1 5.0000 S45 S0 199 N S45->S0
4569.0000 M4564 5000000 1 5.0000 S73 S40 199 N S73->S40
4636.0000 M4631 5000000 1 5.0000 S4 S31 199 N S4->S31
4772.0000 M4767 5000000 1 5.0000 S72 S61 199 N S72->S61
4831.0000 M4826 5000000 1 5.0000 S16 S67 199 N S16->S67
5345.0000 M5340 5000000 1 5.0000 S70 S51 199 N S70->S51
5648.0000 M5643 5000000 1 5.0000 S40 S73 199 N S40->S73
5745.0000 M5740 5000000 1 5.0000 S6 S1 199 N S6->S1
5866.0000 M5861 5000000 1 5.0000 S67 S16 199 N S67->S16
6198.0000 M6193 5000000 1 5.0000 S51 S70 199 N S51->S70
6324.0000 M6319 5000000 1 5.0000 S45 S0 199 N S45->S0
