# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
587.0000 M35 1000000 2 412.0000 S157 S164 193 N S157->3_234->S164
832.9000 M88 1000000 2 392.9000 S32 S114 193 N S32->2_224->S114
917.9000 M144 1000000 2 197.9000 S19 S174 196 N S19->4_246->S174
1004.7000 M39 1000000 2 809.7000 S144 S2 186 N S144->2_225->S2
1152.5000 M152 1000000 2 392.5000 S28 S113 193 N S28->4_246->S113
1335.4000 M5 1000000 2 1310.4000 S194 S56 178 N S194->7_276->S56
1419.5000 M30 1000000 2 1269.5000 S101 S211 178 N S101->3_234->S211
1425.2000 M53 1000000 2 1160.2000 S59 S119 180 N S59->3_234->S119
1461.3000 M153 1000000 2 696.3000 S51 S124 188 N S51->3_235->S124
1600.6000 M165 1000000 2 775.6000 S88 S104 187 N S88->9_305->S104
1680.2000 M24 1000000 2 1560.2000 S136 S20 173 N S136->2_225->S20
1729.2000 M202 1000000 2 719.2000 S133 S199 188 N S133->4_246->S199
1814.3000 M150 1000000 2 1064.3000 S81 S47 182 N S81->7_276->S47
1899.3000 M128 1000000 2 1259.3000 S202 S151 179 N S202->2_224->S151
1901.4000 M286 1000000 2 471.4000 S96 S149 192 N S96->7_277->S149
1941.5000 M64 1000000 2 1621.5000 S94 S189 172 N S94->3_234->S189
2011.7000 M140 1000000 2 1311.7000 S65 S3 178 N S65->7_275->S3
2016.3000 M222 1000000 2 906.3000 S144 S14 184 N S144->2_224->S14
2020.4000 M357 1000000 2 235.4000 S26 S118 196 N S26->4_245->S118
2049.3000 M219 1000000 2 954.3000 S65 S104 184 N S65->7_276->S104
2085.8000 M27 1000000 2 1950.8000 S71 S81 167 N S71->7_275->S81
2108.8000 M189 1000000 2 1163.8000 S195 S187 180 N S195->3_236->S187
2147.2000 M277 1000000 2 762.2000 S154 S56 187 N S154->7_275->S56
2148.2000 M21 1000000 2 2043.2000 S83 S56 165 N S83->7_275->S56
2211.0000 M178 1000000 2 1321.0000 S199 S44 177 N S199->4_246->S44
2230.6000 M33 1000000 2 2065.6000 S67 S170 165 N S67->7_276->S170
2236.6000 M260 1000000 2 936.6000 S180 S62 184 N S180->4_246->S62
2301.8000 M245 1000000 2 1076.8000 S19 S132 182 N S19->4_245->S132
2303.8000 M68 1000000 2 1963.8000 S96 S168 167 N S96->7_275->S168
2355.7000 M372 1000000 2 495.7000 S58 S101 191 N S58->3_235->S101
2379.5000 M294 1000000 2 909.5000 S163 S175 184 N S163->9_306->S175
2418.2000 M67 1000000 2 2083.2000 S183 S161 165 N S183->7_276->S161
2491.2000 M238 1000000 2 1301.2000 S152 S5 178 N S152->7_277->S5
2497.0000 M254 1000000 2 1227.0000 S123 S132 179 N S123->4_247->S132
2546.4000 M415 1000000 2 471.4000 S127 S126 192 N S127->3_234->S126
2570.2000 M132 1000000 2 1910.2000 S32 S136 168 N S32->2_226->S136
2573.2000 M337 1000000 2 888.2000 S197 S141 185 N S197->2_227->S141
2590.4000 M479 1000000 2 195.4000 S85 S51 196 N S85->3_234->S51
2599.6000 M81 1000000 2 2194.6000 S107 S150 163 N S107->3_235->S150
2600.6000 M192 1000000 2 1640.6000 S123 S150 172 N S123->3_235->S150
2602.5000 M32 1000000 2 2442.5000 S81 S117 159 N S81->7_276->S117
2625.4000 M417 1000000 2 540.4000 S158 S47 190 N S158->9_307->S47
2641.4000 M115 1000000 2 2066.4000 S16 S187 165 N S16->7_276->S187
2697.9000 M284 1000000 2 1277.9000 S17 S51 178 N S17->3_236->S51
2698.9000 M149 1000000 2 1953.9000 S17 S51 167 N S17->3_236->S51
2699.9000 M267 1000000 2 1364.9000 S17 S51 177 N S17->3_236->S51
2783.3000 M215 1000000 2 1708.3000 S62 S118 171 N S62->4_247->S118
2843.1000 M185 1000000 2 1918.1000 S115 S52 168 N S115->3_236->S52
2853.2000 M392 1000000 2 893.2000 S170 S94 185 N S170->7_277->S94
2891.2000 M186 1000000 2 1961.2000 S65 S83 167 N S65->7_276->S83
2899.7000 M276 1000000 2 1519.7000 S17 S107 174 N S17->3_236->S107
2930.6000 M460 1000000 2 630.6000 S103 S199 189 N S103->4_245->S199
3026.0000 M445 1000000 2 801.0000 S183 S88 186 N S183->7_277->S88
3072.1000 M105 1000000 2 2547.1000 S124 S59 157 N S124->3_234->S59
3194.4000 M553 1000000 2 429.4000 S33 S151 192 N S33->3_234->S151
3197.7000 M443 1000000 2 982.7000 S189 S23 183 N S189->3_236->S23
3259.8000 M461 1000000 2 954.8000 S93 S100 184 N S93->9_308->S100
3278.4000 M200 1000000 2 2278.4000 S171 S40 162 N S171->7_277->S40
3293.6000 M446 1000000 2 1063.6000 S180 S25 182 N S180->4_245->S25
3367.3000 M556 1000000 2 587.3000 S61 S28 190 N S61->4_247->S28
3375.0000 M256 1000000 2 2095.0000 S154 S89 165 N S154->3_234->S89
3404.2000 M522 1000000 2 794.2000 S113 S2 186 N S113->2_224->S2
3438.4000 M379 1000000 2 1543.4000 S111 S62 174 N S111->4_245->S62
3491.0000 M698 1000000 1 1.0000 S48 S120 199 N S48->S120
3502.4000 M311 1000000 2 1947.4000 S1 S97 167 N S1->9_307->S97
3503.4000 M589 1000000 2 558.4000 S117 S97 190 N S117->9_307->S97
3530.2000 M390 1000000 2 1580.2000 S41 S158 173 N S41->9_308->S158
3608.4000 M50 1000000 2 3358.4000 S164 S21 144 N S164->3_234->S21
3619.3000 M207 1000000 2 2584.3000 S5 S140 156 N S5->3_234->S140
3645.0000 M577 1000000 2 760.0000 S186 S113 187 N S186->4_246->S113
3672.0000 M56 1000000 2 3392.0000 S33 S204 143 N S33->3_234->S204
3673.0000 M293 1000000 2 2208.0000 S107 S204 163 N S107->3_234->S204
3674.0000 M106 1000000 2 3144.0000 S55 S11 147 N S55->3_234->S11
3701.6000 M578 1000000 2 811.6000 S102 S197 186 N S102->2_224->S197
3820.7000 M669 1000000 2 475.7000 S183 S55 192 N S183->7_279->S55
3834.4000 M628 1000000 2 694.4000 S136 S74 188 N S136->2_224->S74
3853.4000 M663 1000000 2 538.4000 S210 S17 191 N S210->3_234->S17
3874.3000 M384 1000000 2 1954.3000 S77 S102 167 N S77->2_225->S102
3922.0000 M470 1000000 2 1572.0000 S57 S103 173 N S57->4_247->S103
3947.0000 M430 1000000 2 1797.0000 S186 S92 170 N S186->4_246->S92
3951.2000 M597 1000000 2 966.2000 S58 S196 183 N S58->3_237->S196
3997.3000 M325 1000000 2 2372.3000 S142 S187 160 N S142->9_305->S187
4038.1000 M503 1000000 2 1523.1000 S189 S154 174 N S189->3_236->S154
4040.3000 M529 1000000 2 1395.3000 S18 S130 176 N S18->3_237->S130
4223.7000 M843 1000000 2 8.7000 S5 S42 199 N S5->9_306->S42
4277.0000 M775 1000000 2 402.0000 S180 S127 193 N S180->4_247->S127
4285.1000 M514 1000000 2 1715.1000 S21 S127 171 N S21->3_237->S127
4329.8000 M361 1000000 2 2524.8000 S112 S55 157 N S112->9_305->S55
4338.9000 M429 1000000 2 2193.9000 S47 S117 163 N S47->9_306->S117
4352.8000 M716 1000000 2 772.8000 S143 S202 187 N S143->2_227->S202
4401.0000 M880 1000000 1 1.0000 S108 S57 199 N S108->S57
4407.4000 M410 1000000 2 2357.4000 S93 S187 160 N S93->3_236->S187
4408.4000 M680 1000000 2 1008.4000 S178 S187 183 N S178->3_236->S187
4450.7000 M793 1000000 2 485.7000 S88 S55 191 N S88->7_275->S55
4459.9000 M755 1000000 2 684.9000 S149 S100 188 N S149->9_305->S100
4461.3000 M345 1000000 2 2736.3000 S5 S82 154 N S5->9_306->S82
4480.7000 M70 1000000 2 4130.7000 S2 S134 131 N S2->2_225->S134
4481.7000 M544 1000000 2 1761.7000 S135 S134 170 N S135->2_225->S134
4548.0000 M784 1000000 2 628.0000 S40 S56 189 N S40->7_279->S56
4575.8000 M618 1000000 2 1485.8000 S51 S89 175 N S51->3_236->S89
4614.9000 M438 1000000 2 2424.9000 S150 S42 159 N S150->3_235->S42
4631.1000 M272 1000000 2 3271.1000 S163 S96 145 N S163->9_306->S96
4661.5000 M856 1000000 2 381.5000 S111 S187 193 N S111->4_245->S187
4778.4000 M740 1000000 2 1078.4000 S31 S64 182 N S31->2_226->S64
4784.2000 M826 1000000 2 654.2000 S156 S102 189 N S156->2_226->S102
4810.5000 M728 1000000 2 1170.5000 S168 S67 180 N S168->7_279->S67
4814.3000 M799 1000000 2 819.3000 S15 S31 186 N S15->4_246->S31
4845.1000 M759 1000000 2 1050.1000 S44 S113 182 N S44->4_245->S113
4846.0000 M969 1000000 1 1.0000 S102 S64 199 N S102->S64
4895.3000 M614 1000000 2 1825.3000 S63 S132 169 N S63->4_245->S132
4909.4000 M690 1000000 2 1459.4000 S23 S85 175 N S23->3_237->S85
4913.9000 M435 1000000 2 2738.9000 S176 S100 154 N S176->3_235->S100
4997.2000 M847 1000000 2 762.2000 S198 S121 187 N S198->3_237->S121
4999.4000 M468 1000000 2 2659.4000 S47 S176 155 N S47->3_236->S176
5000.4000 M297 1000000 2 3515.4000 S89 S150 141 N S89->3_236->S150
5034.6000 M643 1000000 2 1819.6000 S137 S74 169 N S137->2_226->S74
5050.8000 M938 1000000 2 360.8000 S198 S90 193 N S198->3_237->S90
5057.4000 M375 1000000 2 3182.4000 S112 S124 146 N S112->3_235->S124
5079.6000 M944 1000000 2 359.6000 S181 S64 194 N S181->2_227->S64
5174.5000 M891 1000000 2 719.5000 S90 S33 188 N S90->3_237->S33
5182.7000 M285 1000000 2 3757.7000 S104 S149 137 N S104->7_275->S149
5242.2000 M711 1000000 2 1687.2000 S23 S9 171 N S23->3_237->S9
5259.0000 M782 1000000 2 1349.0000 S137 S7 177 N S137->2_226->S7
5262.4000 M539 1000000 2 2567.4000 S156 S47 157 N S156->2_226->S47
5304.3000 M481 1000000 2 2899.3000 S155 S119 151 N S155->7_276->S119
5321.0000 M1064 1000000 1 1.0000 S121 S51 199 N S121->S51
5359.4000 M696 1000000 2 1879.4000 S162 S75 168 N S162->7_275->S75
5360.1000 M603 1000000 2 2345.1000 S133 S109 160 N S133->4_246->S109
5360.4000 M179 1000000 2 4465.4000 S112 S75 125 N S112->7_275->S75
5361.1000 M954 1000000 2 591.1000 S103 S109 190 N S103->4_246->S109
5411.0000 M1082 1000000 1 1.0000 S96 S83 199 N S96->S83
5442.8000 M1006 1000000 2 412.8000 S173 S38 193 N S173->2_224->S38
5447.6000 M804 1000000 2 1427.6000 S62 S109 176 N S62->4_247->S109
5477.1000 M932 1000000 2 817.1000 S133 S127 186 N S133->4_246->S127
5536.4000 M376 1000000 2 3656.4000 S40 S50 139 N S40->7_275->S50
5540.9000 M65 1000000 2 5215.9000 S206 S34 113 N S206->7_275->S34
5589.8000 M797 1000000 2 1604.8000 S67 S154 173 N S67->7_277->S154
5595.2000 M920 1000000 2 995.2000 S126 S151 183 N S126->3_237->S151
5600.7000 M962 1000000 2 790.7000 S158 S155 186 N S158->9_308->S155
5624.5000 M528 1000000 2 2984.5000 S142 S200 150 N S142->7_276->S200
5634.4000 M554 1000000 2 2864.4000 S127 S49 152 N S127->4_246->S49
5660.6000 M582 1000000 2 2750.6000 S206 S100 154 N S206->9_307->S100
5664.6000 M942 1000000 2 954.6000 S19 S61 184 N S19->4_245->S61
5680.7000 M275 1000000 2 4305.7000 S14 S134 128 N S14->2_227->S134
5690.0000 M949 1000000 2 945.0000 S186 S133 184 N S186->4_247->S133
5750.5000 M347 1000000 2 4015.5000 S119 S201 133 N S119->7_276->S201
5750.9000 M766 1000000 2 1920.9000 S57 S138 167 N S57->4_246->S138
5799.9000 M862 1000000 2 1489.9000 S73 S137 175 N S73->2_227->S137
5801.1000 M312 1000000 2 4241.1000 S132 S190 129 N S132->2_227->S190
5830.8000 M727 1000000 2 2195.8000 S168 S96 163 N S168->9_308->S96
5878.1000 M1091 1000000 2 423.1000 S144 S209 192 N S144->2_225->S209
5900.1000 M1151 1000000 2 145.1000 S96 S148 197 N S96->9_308->S148
5903.2000 M196 1000000 2 4923.2000 S40 S168 117 N S40->7_276->S168
6107.7000 M839 1000000 2 1912.7000 S77 S141 168 N S77->2_224->S141
6131.4000 M488 1000000 2 3691.4000 S22 S18 138 N S22->3_237->S18
6199.0000 M978 1000000 2 1309.0000 S24 S150 178 N S24->3_237->S150
6200.0000 M1040 1000000 2 1000.0000 S80 S150 183 N S80->3_237->S150
6224.3000 M1055 1000000 2 949.3000 S145 S47 184 N S145->9_305->S47
6231.4000 M1145 1000000 2 506.4000 S31 S28 191 N S31->4_247->S28
6261.1000 M1093 1000000 2 796.1000 S33 S142 186 N S33->7_277->S142
6347.0000 M945 1000000 2 1622.0000 S138 S92 172 N S138->4_247->S92
6348.0000 M916 1000000 2 1768.0000 S63 S92 170 N S63->4_247->S92
6381.5000 M1214 1000000 2 311.5000 S8 S30 194 N S8->4_245->S30
6382.1000 M562 1000000 2 3572.1000 S147 S84 140 N S147->7_277->S84
6383.1000 M1178 1000000 2 493.1000 S57 S118 191 N S57->4_247->S118
6438.8000 M571 1000000 2 3583.8000 S74 S119 140 N S74->2_225->S119
6458.7000 M1162 1000000 2 648.7000 S136 S7 189 N S136->2_225->S7
6464.4000 M854 1000000 2 2194.4000 S77 S27 163 N S77->2_224->S27
6492.0000 M1143 1000000 2 777.0000 S51 S5 187 N S51->3_238->S5
