# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
591.0000 M35 5000000 3 486.0000 S157 S164 191 N S157->S17->3_234->S164
912.1000 M189 5000000 3 345.1000 S195 S187 194 N S195->S115->3_234->S187
941.0000 M144 5000000 3 509.0000 S19 S174 191 N S19->S118->4_246->S174
1024.6000 M39 5000000 3 907.6000 S144 S2 184 N S144->S10->2_225->S2
1106.5000 M245 5000000 3 371.5000 S19 S132 193 N S19->S118->4_246->S132
1140.4000 M228 5000000 3 456.4000 S148 S151 192 N S148->S97->6T_260->S151
1156.5000 M152 5000000 2 700.5000 S28 S113 188 N S28->4_246->S113
1165.6000 M325 5000000 2 190.6000 S142 S187 196 N S142->6T_260->S187
1244.3000 M275 5000000 3 419.3000 S14 S134 193 N S14->S31->4_245->S134
1249.7000 M143 5000000 2 820.7000 S207 S181 186 N S207->2_224->S181
1254.7000 M263 5000000 2 465.7000 S20 S181 192 N S20->2_224->S181
1295.1000 M238 5000000 2 581.1000 S152 S5 190 N S152->7_275->S5
1306.4000 M250 5000000 2 556.4000 S30 S161 190 N S30->4_245->S161
1341.9000 M5 5000000 2 1326.9000 S194 S56 177 N S194->7_276->S56
1348.6000 M338 5000000 3 334.6000 S187 S93 194 N S187->S151->6T_260->S93
1371.9000 M320 5000000 2 411.9000 S187 S108 193 N S187->4_245->S108
1373.3000 M132 5000000 2 977.3000 S32 S136 183 N S32->2_224->S136
1378.0000 M337 5000000 3 367.0000 S197 S141 193 N S197->S136->2_225->S141
1383.0000 M34 5000000 2 1281.0000 S187 S141 178 N S187->2_225->S141
1424.0000 M30 5000000 2 1334.0000 S101 S211 177 N S101->3_234->S211
1424.1000 M174 5000000 2 902.1000 S97 S55 184 N S97->7_275->S55
1438.6000 M53 5000000 2 1279.6000 S59 S119 178 N S59->3_234->S119
1440.1000 M286 5000000 3 582.1000 S96 S149 190 N S96->S83->9_306->S149
1465.4000 M153 5000000 2 1006.4000 S51 S124 183 N S51->3_235->S124
1474.9000 M329 5000000 2 487.9000 S134 S9 191 N S134->7_275->S9
1502.7000 M99 5000000 3 1205.7000 S7 S64 179 N S7->S207->2_224->S64
1539.6000 M361 5000000 2 456.6000 S112 S55 192 N S112->6T_260->S55
1587.5000 M356 5000000 2 519.5000 S151 S118 191 N S151->4_245->S118
1604.6000 M165 5000000 2 1109.6000 S88 S104 181 N S88->9_305->S104
1641.7000 M25 5000000 2 1566.7000 S187 S26 173 N S187->4_245->S26
1656.6000 M392 5000000 2 480.6000 S170 S94 191 N S170->7_275->S94
1659.4000 M185 5000000 2 1104.4000 S115 S52 181 N S115->3_234->S52
1689.1000 M24 5000000 2 1617.1000 S136 S20 173 N S136->2_225->S20
1733.2000 M460 5000000 2 353.2000 S103 S199 194 N S103->4_246->S199
1738.2000 M202 5000000 3 1132.2000 S133 S199 181 N S133->S103->4_246->S199
1765.6000 M258 5000000 2 991.6000 S124 S144 183 N S124->2_224->S144
1793.6000 M113 5000000 2 1454.6000 S20 S93 175 N S20->9_305->S93
1816.3000 M229 5000000 2 1129.3000 S7 S5 181 N S7->3_235->S5
1820.4000 M150 5000000 2 1370.4000 S81 S47 177 N S81->7_276->S47
1826.2000 M375 5000000 2 701.2000 S112 S124 188 N S112->6T_260->S124
1903.2000 M128 5000000 2 1519.2000 S202 S151 174 N S202->2_224->S151
1914.0000 M504 5000000 2 402.0000 S126 S184 193 N S126->3_234->S184
1945.6000 M429 5000000 2 658.6000 S47 S117 189 N S47->3_235->S117
1969.9000 M385 5000000 3 814.9000 S206 S65 186 N S206->S117->6T_260->S65
1984.7000 M410 5000000 2 754.7000 S93 S187 187 N S93->9_305->S187
1997.9000 M555 5000000 2 332.9000 S7 S147 194 N S7->7_275->S147
