# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
591.0000 M35 5000000 3 486.0000 S157 S164 591 N S157->S17->3_234->S164
912.1000 M189 5000000 3 345.1000 S195 S187 594 N S195->S115->3_234->S187
941.0000 M144 5000000 3 509.0000 S19 S174 591 N S19->S118->4_246->S174
1024.6000 M39 5000000 3 907.6000 S144 S2 584 N S144->S10->2_225->S2
1106.5000 M245 5000000 3 371.5000 S19 S132 593 N S19->S118->4_246->S132
1140.4000 M228 5000000 3 456.4000 S148 S151 592 N S148->S97->6T_260->S151
1156.5000 M152 5000000 2 700.5000 S28 S113 588 N S28->4_246->S113
1165.6000 M325 5000000 2 190.6000 S142 S187 596 N S142->6T_260->S187
1244.3000 M275 5000000 3 419.3000 S14 S134 593 N S14->S31->4_245->S134
1249.7000 M143 5000000 2 820.7000 S207 S181 586 N S207->2_224->S181
1254.7000 M263 5000000 2 465.7000 S20 S181 592 N S20->2_224->S181
1295.1000 M238 5000000 2 581.1000 S152 S5 590 N S152->7_275->S5
1306.4000 M250 5000000 2 556.4000 S30 S161 590 N S30->4_245->S161
1341.9000 M5 5000000 2 1326.9000 S194 S56 577 N S194->7_276->S56
1348.6000 M338 5000000 3 334.6000 S187 S93 594 N S187->S151->6T_260->S93
1371.9000 M320 5000000 2 411.9000 S187 S108 593 N S187->4_245->S108
1373.3000 M132 5000000 2 977.3000 S32 S136 583 N S32->2_224->S136
1378.0000 M337 5000000 3 367.0000 S197 S141 593 N S197->S136->2_225->S141
1383.0000 M34 5000000 2 1281.0000 S187 S141 578 N S187->2_225->S141
1424.0000 M30 5000000 2 1334.0000 S101 S211 577 N S101->3_234->S211
1424.1000 M174 5000000 2 902.1000 S97 S55 584 N S97->7_275->S55
1438.6000 M53 5000000 2 1279.6000 S59 S119 578 N S59->3_234->S119
1440.1000 M286 5000000 3 582.1000 S96 S149 590 N S96->S83->9_306->S149
1465.4000 M153 5000000 2 1006.4000 S51 S124 583 N S51->3_235->S124
1474.9000 M329 5000000 2 487.9000 S134 S9 591 N S134->7_275->S9
1502.7000 M99 5000000 3 1205.7000 S7 S64 579 N S7->S207->2_224->S64
1539.6000 M361 5000000 2 456.6000 S112 S55 592 N S112->6T_260->S55
1587.5000 M356 5000000 2 519.5000 S151 S118 591 N S151->4_245->S118
1604.6000 M165 5000000 2 1109.6000 S88 S104 581 N S88->9_305->S104
1641.7000 M25 5000000 2 1566.7000 S187 S26 573 N S187->4_245->S26
1656.6000 M392 5000000 2 480.6000 S170 S94 591 N S170->7_275->S94
1659.4000 M185 5000000 2 1104.4000 S115 S52 581 N S115->3_234->S52
1689.1000 M24 5000000 2 1617.1000 S136 S20 573 N S136->2_225->S20
1733.2000 M460 5000000 2 353.2000 S103 S199 594 N S103->4_246->S199
1738.2000 M202 5000000 3 1132.2000 S133 S199 581 N S133->S103->4_246->S199
1765.6000 M258 5000000 2 991.6000 S124 S144 583 N S124->2_224->S144
1793.6000 M113 5000000 2 1454.6000 S20 S93 575 N S20->9_305->S93
1816.3000 M229 5000000 2 1129.3000 S7 S5 581 N S7->3_235->S5
1820.4000 M150 5000000 2 1370.4000 S81 S47 577 N S81->7_276->S47
1826.2000 M375 5000000 2 701.2000 S112 S124 588 N S112->6T_260->S124
1903.2000 M128 5000000 2 1519.2000 S202 S151 574 N S202->2_224->S151
1914.0000 M504 5000000 2 402.0000 S126 S184 593 N S126->3_234->S184
1945.6000 M429 5000000 2 658.6000 S47 S117 589 N S47->3_235->S117
1969.9000 M385 5000000 3 814.9000 S206 S65 586 N S206->S117->6T_260->S65
1984.7000 M410 5000000 2 754.7000 S93 S187 587 N S93->9_305->S187
1997.9000 M555 5000000 2 332.9000 S7 S147 594 N S7->7_275->S147
2011.3000 M443 5000000 3 682.3000 S189 S23 588 N S189->S172->3_234->S23
2015.6000 M140 5000000 3 1595.6000 S65 S3 573 N S65->7_276->7_275->S3
2019.5000 M222 5000000 2 1353.5000 S144 S14 577 N S144->2_224->S14
2024.4000 M357 5000000 3 953.4000 S26 S118 584 N S26->S45->4_245->S118
2055.1000 M88 5000000 2 1791.1000 S32 S114 570 N S32->2_226->S114
2065.3000 M461 5000000 2 682.3000 S93 S100 588 N S93->9_306->S100
2068.1000 M560 5000000 2 388.1000 S104 S8 593 N S104->3_235->S8
2083.4000 M70 5000000 2 1873.4000 S2 S134 568 N S2->2_224->S134
2086.6000 M345 5000000 2 1051.6000 S5 S82 582 N S5->9_305->S82
2090.9000 M454 5000000 3 728.9000 S148 S117 587 N S148->S97->7_277->S117
2097.3000 M446 5000000 3 759.3000 S180 S25 587 N S180->S110->4_246->S25
2099.0000 M698 5000000 1 5.0000 S48 S120 599 N S48->S120
2112.9000 M27 5000000 2 2031.9000 S71 S81 566 N S71->7_275->S81
2148.4000 M64 5000000 2 1956.4000 S94 S189 567 N S94->3_234->S189
2151.5000 M277 5000000 2 1320.5000 S154 S56 577 N S154->7_275->S56
2156.5000 M21 5000000 2 2093.5000 S83 S56 565 N S83->7_275->S56
2174.8000 M183 5000000 2 1625.8000 S5 S20 572 N S5->9_306->S20
2176.0000 M556 5000000 3 508.0000 S61 S28 591 N S61->S92->4_245->S28
2218.8000 M522 5000000 2 652.8000 S113 S2 589 N S113->2_227->S2
2218.8000 M438 5000000 2 904.8000 S150 S42 584 N S150->3_236->S42
2234.6000 M33 5000000 2 2135.6000 S67 S170 564 N S67->7_276->S170
2243.2000 M379 5000000 2 1106.2000 S111 S62 581 N S111->4_246->S62
2248.2000 M260 5000000 3 1468.2000 S180 S62 575 N S180->S110->4_246->S62
2272.0000 M448 5000000 2 928.0000 S161 S156 584 N S161->2_227->S156
2307.7000 M196 5000000 2 1719.7000 S40 S168 571 N S40->7_275->S168
2308.4000 M606 5000000 2 490.4000 S135 S29 591 N S135->6T_260->S29
2312.7000 M68 5000000 3 2108.7000 S96 S168 564 N S96->S83->7_275->S168
2333.4000 M390 5000000 2 1163.4000 S41 S158 580 N S41->9_306->S158
2366.4000 M592 5000000 2 590.4000 S135 S4 590 N S135->6T_260->S4
2371.4000 M330 5000000 2 1381.4000 S135 S68 576 N S135->6T_260->S68
2381.6000 M372 5000000 2 1265.6000 S58 S101 578 N S58->3_235->S101
2388.5000 M294 5000000 2 1506.5000 S163 S175 574 N S163->9_306->S175
2412.1000 M50 5000000 3 2262.1000 S164 S21 562 N S164->S80->3_235->S21
2413.7000 M728 5000000 2 229.7000 S168 S67 596 N S168->7_275->S67
2422.2000 M67 5000000 2 2221.2000 S183 S161 562 N S183->7_276->S161
2449.2000 M577 5000000 2 718.2000 S186 S113 588 N S186->4_247->S113
2456.5000 M563 5000000 2 767.5000 S88 S1 587 N S88->9_306->S1
2496.8000 M566 5000000 2 798.8000 S5 S204 586 N S5->3_235->S204
2501.0000 M254 5000000 2 1739.0000 S123 S132 571 N S123->4_247->S132
2501.8000 M293 5000000 2 1622.8000 S107 S204 572 N S107->3_235->S204
2506.8000 M56 5000000 2 2338.8000 S33 S204 561 N S33->3_235->S204
2512.9000 M786 5000000 2 154.9000 S148 S83 597 N S148->9_308->S83
2518.3000 M435 5000000 3 1213.3000 S176 S100 579 N S176->S150->3_236->S100
2523.3000 M690 5000000 2 453.3000 S23 S85 592 N S23->3_234->S85
2534.9000 M488 5000000 2 1070.9000 S22 S18 582 N S22->3_235->S18
2538.7000 M578 5000000 3 804.7000 S102 S197 586 N S102->S64->2_227->S197
2559.1000 M415 5000000 2 1314.1000 S127 S126 578 N S127->3_234->S126
2594.4000 M479 5000000 2 1157.4000 S85 S51 580 N S85->3_234->S51
2602.5000 M468 5000000 3 1198.5000 S47 S176 580 N S47->S94->3_235->S176
2606.5000 M32 5000000 2 2510.5000 S81 S117 558 N S81->7_276->S117
2607.5000 M81 5000000 2 2364.5000 S107 S150 560 N S107->3_235->S150
2624.3000 M669 5000000 3 617.3000 S183 S55 589 N S183->7_276->7_277->S55
2629.4000 M417 5000000 3 1378.4000 S158 S47 577 N S158->9_306->9_307->S47
2640.1000 M553 5000000 3 981.1000 S33 S151 583 N S33->S100->7_276->S151
2645.0000 M880 5000000 1 5.0000 S108 S57 599 N S108->S57
2658.4000 M663 5000000 2 669.4000 S210 S17 588 N S210->3_235->S17
2663.4000 M751 5000000 3 410.4000 S101 S17 593 N S101->S24->3_235->S17
2663.8000 M628 5000000 2 779.8000 S136 S74 587 N S136->2_227->S74
2664.6000 M676 5000000 2 636.6000 S206 S155 589 N S206->7_276->S155
2677.7000 M384 5000000 2 1525.7000 S77 S102 574 N S77->2_226->S102
2703.1000 M220 5000000 2 2043.1000 S127 S211 565 N S127->3_234->S211
2725.7000 M470 5000000 2 1315.7000 S57 S103 578 N S57->4_245->S103
2728.5000 M267 5000000 3 1927.5000 S17 S51 567 N S17->S157->3_236->S51
2733.5000 M149 5000000 3 2286.5000 S17 S51 561 N S17->S157->3_236->S51
2788.0000 M215 5000000 2 2143.0000 S62 S118 564 N S62->4_247->S118
2800.0000 M582 5000000 2 1054.0000 S206 S100 582 N S206->7_277->S100
2803.8000 M793 5000000 2 424.8000 S88 S55 592 N S88->9_307->S55
2842.2000 M503 5000000 3 1333.2000 S189 S154 577 N S189->S172->3_234->S154
2844.5000 M571 5000000 3 1131.5000 S74 S119 581 N S74->S181->2_227->S119
2866.8000 M539 5000000 2 1249.8000 S156 S47 579 N S156->2_227->S47
2903.7000 M659 5000000 2 926.7000 S117 S107 584 N S117->3_236->S107
2908.5000 M481 5000000 2 1465.5000 S155 S119 575 N S155->7_277->S119
2910.2000 M186 5000000 2 2352.2000 S65 S83 560 N S65->7_276->S83
2912.0000 M969 5000000 1 5.0000 S102 S64 599 N S102->S64
2964.3000 M603 5000000 2 1155.3000 S133 S109 580 N S133->4_245->S109
3027.9000 M843 5000000 2 498.9000 S5 S42 591 N S5->9_307->S42
3030.0000 M445 5000000 3 1695.0000 S183 S88 571 N S183->7_276->7_277->S88
3051.1000 M804 5000000 2 639.1000 S62 S109 589 N S62->4_246->S109
3076.1000 M105 5000000 2 2761.1000 S124 S59 553 N S124->3_234->S59
3086.8000 M891 5000000 3 413.8000 S90 S33 593 N S90->7_277->7_278->S33
3089.0000 M514 5000000 3 1547.0000 S21 S127 574 N S21->S210->3_236->S127
3095.6000 M635 5000000 2 1190.6000 S209 S187 580 N S209->2_226->S187
3104.0000 M775 5000000 3 779.0000 S180 S127 587 N S180->S110->4_245->S127
3141.1000 M376 5000000 3 2013.1000 S40 S50 566 N S40->S81->7_276->S50
3157.6000 M660 5000000 2 1177.6000 S155 S16 580 N S155->7_277->S16
3159.0000 M716 5000000 2 1011.0000 S143 S202 583 N S143->2_225->S202
3186.1000 M963 5000000 3 297.1000 S93 S187 595 N S93->S5->9_307->S187
3197.0000 M1064 5000000 1 5.0000 S121 S51 599 N S121->S51
3199.0000 M749 5000000 3 952.0000 S148 S154 584 N S148->S97->9_308->S154
3211.5000 M680 5000000 2 1171.5000 S178 S187 580 N S178->3_234->S187
3228.6000 M528 5000000 2 1644.6000 S142 S200 572 N S142->7_277->S200
3251.0000 M1082 5000000 1 5.0000 S96 S83 599 N S96->S83
3254.1000 M219 5000000 2 2597.1000 S65 S104 556 N S65->7_278->S104
3264.6000 M430 5000000 2 1974.6000 S186 S92 567 N S186->4_247->S92
3269.6000 M942 5000000 3 443.6000 S19 S61 592 N S19->S118->4_247->S61
3274.4000 M678 5000000 3 1240.4000 S129 S100 579 N S129->S95->9_308->S100
3279.4000 M755 5000000 3 1014.4000 S149 S100 583 N S149->S84->9_308->S100
3282.4000 M200 5000000 3 2682.4000 S171 S40 555 N S171->S71->7_277->S40
3283.8000 M544 5000000 3 1651.8000 S135 S134 572 N S135->S165->2_226->S134
3294.5000 M949 5000000 2 447.5000 S186 S133 592 N S186->4_246->S133
3302.6000 M650 5000000 2 1352.6000 S132 S81 577 N S132->7_277->S81
3313.1000 M636 5000000 3 1405.1000 S80 S187 576 N S80->S164->3_237->S187
3351.9000 M784 5000000 2 999.9000 S40 S56 583 N S40->7_277->S56
3379.0000 M618 5000000 2 1525.0000 S51 S89 574 N S51->3_234->S89
3384.0000 M256 5000000 3 2616.0000 S154 S89 556 N S154->S9->3_234->S89
3389.0000 M266 5000000 2 2591.0000 S206 S22 556 N S206->3_234->S22
3393.6000 M172 5000000 3 2877.6000 S72 S173 552 N S72->S114->2_227->S173
3398.9000 M1038 5000000 2 284.9000 S151 S27 595 N S151->2_224->S27
3403.6000 M825 5000000 3 928.6000 S27 S137 584 N S27->S2->2_226->S137
3408.6000 M319 5000000 3 2451.6000 S114 S190 559 N S114->S72->2_226->S190
3415.4000 M178 5000000 2 2881.4000 S199 S44 551 N S199->4_245->S44
3434.8000 M727 5000000 2 1253.8000 S168 S96 579 N S168->9_307->S96
3445.5000 M900 5000000 3 745.5000 S116 S62 587 N S116->S30->4_245->S62
3465.4000 M856 5000000 2 897.4000 S111 S187 585 N S111->4_246->S187
3482.1000 M1091 5000000 3 209.1000 S144 S209 596 N S144->S10->2_224->S209
3485.9000 M1018 5000000 3 431.9000 S84 S161 592 N S84->S149->7_279->S161
3503.3000 M774 5000000 3 1181.3000 S59 S75 580 N S59->S42->9_307->S75
3508.3000 M311 5000000 2 2575.3000 S1 S97 557 N S1->9_307->S97
3513.3000 M1151 5000000 2 60.3000 S96 S148 598 N S96->9_307->S148
3563.7000 M813 5000000 2 1124.7000 S20 S41 581 N S20->9_307->S41
3583.0000 M740 5000000 2 1363.0000 S31 S64 577 N S31->2_224->S64
3613.0000 M826 5000000 2 1135.0000 S156 S102 581 N S156->2_224->S102
3623.1000 M908 5000000 2 899.1000 S33 S161 585 N S33->7_278->S161
3630.1000 M799 5000000 2 1233.1000 S15 S31 579 N S15->4_247->S31
3649.0000 M759 5000000 2 1372.0000 S44 S113 577 N S44->4_246->S113
3664.6000 M589 5000000 3 1897.6000 S117 S97 568 N S117->S206->9_305->S97
3691.1000 M106 5000000 2 3373.1000 S55 S11 543 N S55->3_234->S11
3699.6000 M614 5000000 2 1857.6000 S63 S132 569 N S63->4_246->S132
3710.5000 M839 5000000 2 1193.5000 S77 S141 580 N S77->2_225->S141
3735.7000 M1044 5000000 2 603.7000 S8 S18 589 N S8->3_234->S18
3740.7000 M287 5000000 2 2879.7000 S206 S86 552 N S206->3_234->S86
3749.8000 M597 5000000 2 1958.8000 S58 S196 567 N S58->3_236->S196
3815.4000 M729 5000000 3 1628.4000 S176 S7 572 N S176->S150->3_237->S7
3828.0000 M297 5000000 2 2937.0000 S89 S150 551 N S89->3_234->S150
3828.2000 M1055 5000000 2 663.2000 S145 S47 588 N S145->9_306->S47
3833.0000 M1040 5000000 2 713.0000 S80 S150 588 N S80->3_234->S150
3838.0000 M192 5000000 3 3262.0000 S123 S150 545 N S123->S127->3_234->S150
3854.6000 M938 5000000 3 1040.6000 S198 S90 582 N S198->S85->3_236->S90
3859.7000 M1145 5000000 2 424.7000 S31 S28 592 N S31->4_246->S28
3864.4000 M1037 5000000 2 753.4000 S33 S194 587 N S33->9_308->S194
3871.5000 M643 5000000 2 1942.5000 S137 S74 567 N S137->2_224->S74
3883.1000 M289 5000000 3 3016.1000 S192 S102 549 N S192->S114->2_225->S102
3926.0000 M1138 5000000 2 512.0000 S161 S103 591 N S161->4_247->S103
3977.1000 M916 5000000 2 1229.1000 S63 S92 579 N S63->4_246->S92
3984.8000 M1214 5000000 2 342.8000 S8 S30 594 N S8->4_247->S30
3985.7000 M562 5000000 2 2299.7000 S147 S84 561 N S147->7_278->S84
3987.1000 M965 5000000 3 1092.1000 S103 S19 581 N S103->S133->4_246->S19
3989.8000 M1116 5000000 3 641.8000 S132 S141 589 N S132->S161->4_247->S141
4044.3000 M529 5000000 3 2457.3000 S18 S130 559 N S18->S86->3_237->S130
4045.9000 M711 5000000 3 1912.9000 S23 S9 568 N S23->S122->3_236->S9
4063.8000 M782 5000000 2 1717.8000 S137 S7 571 N S137->2_224->S7
4068.8000 M1162 5000000 2 582.8000 S136 S7 590 N S136->2_224->S7
4071.6000 M857 5000000 3 1500.6000 S0 S47 574 N S0->S50->7_279->S47
4075.8000 M1165 5000000 2 580.8000 S11 S21 590 N S11->3_235->S21
4088.4000 M854 5000000 2 1526.4000 S77 S27 574 N S77->2_225->S27
4097.7000 M1264 5000000 2 305.7000 S33 S207 594 N S33->7_279->S207
4102.9000 M276 5000000 3 3274.9000 S17 S107 545 N S17->S157->3_237->S107
4163.6000 M696 5000000 2 2075.6000 S162 S75 565 N S162->7_278->S75
