# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
587.0000 M35 1000000 3 482.0000 S157 S164 191 N S157->S17->3_234->S164
832.9000 M88 1000000 3 568.9000 S32 S114 190 N S32->S173->2_224->S114
892.6000 M286 1000000 2 34.6000 S96 S149 199 N S96->6T_260->S149
908.1000 M189 1000000 3 341.1000 S195 S187 194 N S195->S115->3_234->S187
921.0000 M144 1000000 3 489.0000 S19 S174 191 N S19->S118->4_246->S174
1004.7000 M39 1000000 3 887.7000 S144 S2 185 N S144->S10->2_225->S2
1101.8000 M245 1000000 3 366.8000 S19 S132 193 N S19->S118->4_246->S132
1136.4000 M228 1000000 3 452.4000 S148 S151 192 N S148->S97->6T_260->S151
1148.8000 M325 1000000 2 173.8000 S142 S187 197 N S142->6T_260->S187
1152.5000 M152 1000000 2 696.5000 S28 S113 188 N S28->4_246->S113
1240.3000 M275 1000000 3 415.3000 S14 S134 193 N S14->S31->4_245->S134
1245.7000 M143 1000000 2 816.7000 S207 S181 186 N S207->2_224->S181
1246.7000 M263 1000000 2 457.7000 S20 S181 192 N S20->2_224->S181
1291.1000 M238 1000000 2 577.1000 S152 S5 190 N S152->7_275->S5
1302.4000 M250 1000000 2 552.4000 S30 S161 190 N S30->4_245->S161
1335.9000 M5 1000000 2 1320.9000 S194 S56 177 N S194->7_276->S56
1344.6000 M338 1000000 3 330.6000 S187 S93 194 N S187->S151->6T_260->S93
1367.9000 M320 1000000 2 407.9000 S187 S108 193 N S187->4_245->S108
1369.3000 M132 1000000 3 973.3000 S32 S136 183 N S32->S173->2_224->S136
1373.3000 M337 1000000 3 362.3000 S197 S141 193 N S197->S136->2_225->S141
1374.3000 M34 1000000 2 1272.3000 S187 S141 178 N S187->2_225->S141
1420.0000 M30 1000000 2 1330.0000 S101 S211 177 N S101->3_234->S211
1420.1000 M174 1000000 2 898.1000 S97 S55 185 N S97->7_275->S55
1424.3000 M417 1000000 2 173.3000 S158 S47 197 N S158->9_305->S47
1425.2000 M53 1000000 2 1266.2000 S59 S119 178 N S59->3_234->S119
1461.3000 M153 1000000 2 1002.3000 S51 S124 183 N S51->3_235->S124
1470.9000 M329 1000000 2 483.9000 S134 S9 191 N S134->7_275->S9
1479.2000 M99 1000000 3 1182.2000 S7 S64 180 N S7->S207->2_224->S64
1499.0000 M220 1000000 3 839.0000 S127 S211 186 N S127->S123->3_235->S211
1515.6000 M361 1000000 2 432.6000 S112 S55 192 N S112->6T_260->S55
1587.8000 M356 1000000 2 519.8000 S151 S118 191 N S151->4_245->S118
1600.6000 M165 1000000 2 1105.6000 S88 S104 181 N S88->9_305->S104
1643.6000 M185 1000000 2 1088.6000 S115 S52 181 N S115->3_234->S52
1652.6000 M392 1000000 2 476.6000 S170 S94 192 N S170->7_275->S94
1680.2000 M24 1000000 2 1608.2000 S136 S20 173 N S136->2_225->S20
1694.7000 M461 1000000 3 311.7000 S93 S100 194 N S93->S5->6T_260->S100
1729.2000 M460 1000000 2 349.2000 S103 S199 194 N S103->4_246->S199
1730.2000 M202 1000000 3 1124.2000 S133 S199 181 N S133->S103->4_246->S199
1761.6000 M258 1000000 2 987.6000 S124 S144 183 N S124->2_224->S144
1779.6000 M229 1000000 2 1092.6000 S7 S5 181 N S7->9_305->S5
1788.5000 M113 1000000 2 1449.5000 S20 S93 175 N S20->9_305->S93
1814.3000 M150 1000000 2 1364.3000 S81 S47 177 N S81->7_276->S47
1822.2000 M375 1000000 2 697.2000 S112 S124 188 N S112->6T_260->S124
1873.3000 M105 1000000 2 1558.3000 S124 S59 174 N S124->3_235->S59
1899.2000 M128 1000000 2 1515.2000 S202 S151 174 N S202->2_224->S151
1904.3000 M504 1000000 2 392.3000 S126 S184 193 N S126->3_234->S184
1938.3000 M429 1000000 2 651.3000 S47 S117 189 N S47->9_305->S117
1947.5000 M64 1000000 2 1755.5000 S94 S189 170 N S94->3_234->S189
1964.4000 M555 1000000 2 299.4000 S7 S147 195 N S7->7_275->S147
1965.9000 M385 1000000 3 810.9000 S206 S65 186 N S206->S117->6T_260->S65
1999.3000 M443 1000000 3 670.3000 S189 S23 188 N S189->S172->3_234->S23
2011.6000 M140 1000000 2 1591.6000 S65 S3 173 N S65->7_275->S3
2015.5000 M222 1000000 2 1349.5000 S144 S14 177 N S144->2_224->S14
2019.8000 M14 1000000 3 1977.8000 S192 S38 167 N S192->S114->2_225->S38
2020.4000 M357 1000000 3 949.4000 S26 S118 184 N S26->S45->4_245->S118
2033.5000 M554 1000000 3 371.5000 S127 S49 193 N S127->S123->4_246->S49
2049.3000 M219 1000000 2 1392.3000 S65 S104 176 N S65->7_276->S104
2064.1000 M560 1000000 2 384.1000 S104 S8 193 N S104->3_235->S8
2079.4000 M70 1000000 2 1869.4000 S2 S134 168 N S2->2_224->S134
2086.2000 M27 1000000 2 2005.2000 S71 S81 166 N S71->7_275->S81
2086.9000 M454 1000000 3 724.9000 S148 S117 187 N S148->S97->7_277->S117
2093.3000 M446 1000000 3 755.3000 S180 S25 187 N S180->S110->4_246->S25
2095.0000 M698 1000000 1 1.0000 S48 S120 199 N S48->S120
2147.5000 M277 1000000 2 1316.5000 S154 S56 178 N S154->7_275->S56
2148.5000 M21 1000000 2 2085.5000 S83 S56 165 N S83->7_275->S56
2168.0000 M556 1000000 3 500.0000 S61 S28 191 N S61->S92->4_245->S28
2188.5000 M172 1000000 3 1672.5000 S72 S173 172 N S72->S114->2_225->S173
2204.2000 M522 1000000 2 638.2000 S113 S2 189 N S113->2_227->S2
2210.9000 M178 1000000 2 1676.9000 S199 S44 172 N S199->4_246->S44
2214.8000 M438 1000000 2 900.8000 S150 S42 184 N S150->3_236->S42
2230.6000 M33 1000000 2 2131.6000 S67 S170 164 N S67->7_276->S170
2239.2000 M379 1000000 2 1102.2000 S111 S62 181 N S111->4_246->S62
2240.2000 M260 1000000 3 1460.2000 S180 S62 175 N S180->S110->4_246->S62
2265.6000 M448 1000000 2 921.6000 S161 S156 184 N S161->2_227->S156
2303.7000 M196 1000000 2 1715.7000 S40 S168 171 N S40->7_275->S168
2304.4000 M558 1000000 2 630.4000 S124 S29 189 N S124->6T_260->S29
2304.7000 M68 1000000 3 2100.7000 S96 S168 164 N S96->S83->7_275->S168
2305.0000 M311 1000000 2 1372.0000 S1 S97 177 N S1->9_305->S97
2305.4000 M606 1000000 3 487.4000 S135 S29 191 N S135->S165->6T_260->S29
2306.0000 M589 1000000 3 539.0000 S117 S97 191 N S117->S206->9_305->S97
2329.4000 M390 1000000 2 1159.4000 S41 S158 180 N S41->9_306->S158
2356.3000 M372 1000000 2 1240.3000 S58 S101 179 N S58->3_235->S101
2362.4000 M592 1000000 2 586.4000 S135 S4 190 N S135->6T_260->S4
2363.4000 M330 1000000 2 1373.4000 S135 S68 177 N S135->6T_260->S68
2380.6000 M294 1000000 2 1498.6000 S163 S175 175 N S163->9_306->S175
2408.1000 M50 1000000 3 2258.1000 S164 S21 162 N S164->S80->3_235->S21
2409.7000 M728 1000000 2 225.7000 S168 S67 196 N S168->7_275->S67
2418.2000 M67 1000000 2 2217.2000 S183 S161 163 N S183->7_276->S161
2445.2000 M577 1000000 3 714.2000 S186 S113 188 N S186->4_246->4_247->S113
2452.5000 M563 1000000 2 763.5000 S88 S1 187 N S88->9_306->S1
2476.8000 M293 1000000 2 1597.8000 S107 S204 173 N S107->3_235->S204
2477.8000 M566 1000000 2 779.8000 S5 S204 187 N S5->3_235->S204
2478.8000 M56 1000000 2 2310.8000 S33 S204 161 N S33->3_235->S204
2497.0000 M254 1000000 3 1735.0000 S123 S132 171 N S123->S127->4_247->S132
2506.8000 M578 1000000 3 772.8000 S102 S197 187 N S102->S64->2_227->S197
2508.9000 M786 1000000 2 150.9000 S148 S83 197 N S148->9_308->S83
2511.3000 M690 1000000 2 441.3000 S23 S85 192 N S23->3_234->S85
2514.3000 M435 1000000 3 1209.3000 S176 S100 179 N S176->S150->3_236->S100
2530.9000 M488 1000000 2 1066.9000 S22 S18 182 N S22->3_235->S18
2547.2000 M415 1000000 2 1302.2000 S127 S126 178 N S127->3_234->S126
2590.4000 M479 1000000 2 1153.4000 S85 S51 180 N S85->3_234->S51
2598.5000 M468 1000000 3 1194.5000 S47 S176 180 N S47->S94->3_235->S176
2599.5000 M81 1000000 2 2356.5000 S107 S150 160 N S107->3_235->S150
2600.5000 M297 1000000 2 1709.5000 S89 S150 171 N S89->3_235->S150
2601.5000 M192 1000000 2 2025.5000 S123 S150 166 N S123->3_235->S150
2602.5000 M32 1000000 2 2506.5000 S81 S117 158 N S81->7_276->S117
2620.3000 M669 1000000 3 613.3000 S183 S55 189 N S183->7_276->7_277->S55
2635.8000 M628 1000000 2 751.8000 S136 S74 187 N S136->2_227->S74
2636.1000 M553 1000000 3 977.1000 S33 S151 183 N S33->S100->7_276->S151
2641.0000 M880 1000000 1 1.0000 S108 S57 199 N S108->S57
2641.4000 M115 1000000 3 2296.4000 S16 S187 161 N S16->S147->7_276->S187
2654.4000 M663 1000000 3 665.4000 S210 S17 188 N S210->S21->3_235->S17
2655.4000 M751 1000000 3 402.4000 S101 S17 193 N S101->S24->3_235->S17
2660.6000 M676 1000000 2 632.6000 S206 S155 189 N S206->7_276->S155
2673.7000 M384 1000000 3 1521.7000 S77 S102 174 N S77->S202->2_226->S102
2674.7000 M289 1000000 2 1807.7000 S192 S102 169 N S192->2_226->S102
2700.5000 M149 1000000 3 2253.5000 S17 S51 162 N S17->S157->3_236->S51
2701.5000 M284 1000000 3 1849.5000 S17 S51 169 N S17->S157->3_236->S51
2702.5000 M267 1000000 3 1901.5000 S17 S51 168 N S17->S157->3_236->S51
2721.7000 M470 1000000 2 1311.7000 S57 S103 178 N S57->4_245->S103
2752.7000 M430 1000000 3 1462.7000 S186 S92 175 N S186->4_246->4_247->S92
2754.4000 M597 1000000 2 963.4000 S58 S196 183 N S58->3_236->S196
2791.3000 M215 1000000 2 2146.3000 S62 S118 164 N S62->4_247->S118
2796.0000 M582 1000000 3 1050.0000 S206 S100 182 N S206->S117->7_277->S100
2800.7000 M793 1000000 2 421.7000 S88 S55 192 N S88->9_307->S55
2838.2000 M503 1000000 3 1329.2000 S189 S154 177 N S189->S172->3_234->S154
2839.6000 M529 1000000 2 1252.6000 S18 S130 179 N S18->3_236->S130
2840.5000 M571 1000000 3 1127.5000 S74 S119 181 N S74->S181->2_227->S119
2862.8000 M539 1000000 2 1245.8000 S156 S47 179 N S156->2_227->S47
2895.1000 M186 1000000 2 2337.1000 S65 S83 161 N S65->7_276->S83
2899.7000 M276 1000000 3 2071.7000 S17 S107 165 N S17->S157->3_236->S107
2900.7000 M659 1000000 3 923.7000 S117 S107 184 N S117->S206->3_236->S107
2904.5000 M481 1000000 2 1461.5000 S155 S119 175 N S155->7_277->S119
2908.0000 M969 1000000 1 1.0000 S102 S64 199 N S102->S64
2960.3000 M603 1000000 3 1151.3000 S133 S109 180 N S133->S103->4_245->S109
3023.9000 M843 1000000 2 494.9000 S5 S42 191 N S5->9_307->S42
3026.0000 M445 1000000 3 1691.0000 S183 S88 171 N S183->7_276->7_277->S88
3027.0000 M595 1000000 3 1242.0000 S39 S59 179 N S39->7_275->9_307->S59
3047.1000 M804 1000000 2 635.1000 S62 S109 189 N S62->4_246->S109
3077.2000 M775 1000000 3 752.2000 S180 S127 187 N S180->S110->4_245->S127
3082.8000 M891 1000000 2 409.8000 S90 S33 193 N S90->7_278->S33
3085.0000 M514 1000000 3 1543.0000 S21 S127 174 N S21->S210->3_236->S127
3091.6000 M635 1000000 2 1186.6000 S209 S187 180 N S209->2_226->S187
3092.6000 M307 1000000 2 2171.6000 S192 S187 163 N S192->2_226->S187
3137.1000 M376 1000000 3 2009.1000 S40 S50 166 N S40->S81->7_276->S50
3151.9000 M716 1000000 2 1003.9000 S143 S202 183 N S143->2_225->S202
3153.6000 M660 1000000 2 1173.6000 S155 S16 180 N S155->7_277->S16
3182.1000 M963 1000000 3 293.1000 S93 S187 195 N S93->S5->9_307->S187
3189.6000 M749 1000000 3 942.6000 S148 S154 184 N S148->S97->9_308->S154
3193.0000 M1064 1000000 1 1.0000 S121 S51 199 N S121->S51
3207.5000 M680 1000000 2 1167.5000 S178 S187 180 N S178->3_234->S187
3224.6000 M528 1000000 2 1640.6000 S142 S200 172 N S142->7_277->S200
3247.0000 M1082 1000000 1 1.0000 S96 S83 199 N S96->S83
3259.8000 M678 1000000 2 1225.8000 S129 S100 179 N S129->9_308->S100
3260.8000 M755 1000000 3 995.8000 S149 S100 183 N S149->S84->9_308->S100
3261.8000 M785 1000000 2 906.8000 S129 S100 184 N S129->9_308->S100
3262.9000 M942 1000000 3 436.9000 S19 S61 192 N S19->S118->4_247->S61
3278.4000 M200 1000000 3 2678.4000 S171 S40 155 N S171->S71->7_277->S40
3279.8000 M544 1000000 3 1647.8000 S135 S134 172 N S135->S165->2_226->S134
3285.9000 M650 1000000 2 1335.9000 S132 S81 177 N S132->7_277->S81
3287.1000 M1080 1000000 2 47.1000 S38 S165 199 N S38->2_227->S165
3290.5000 M949 1000000 3 443.5000 S186 S133 192 N S186->4_245->4_246->S133
3309.1000 M636 1000000 3 1401.1000 S80 S187 176 N S80->S164->3_237->S187
3347.9000 M784 1000000 2 995.9000 S40 S56 183 N S40->7_277->S56
3375.0000 M618 1000000 2 1521.0000 S51 S89 174 N S51->3_234->S89
3376.0000 M256 1000000 3 2608.0000 S154 S89 156 N S154->S9->3_234->S89
3377.0000 M266 1000000 2 2579.0000 S206 S22 157 N S206->3_234->S22
3394.9000 M1038 1000000 2 280.9000 S151 S27 195 N S151->2_224->S27
3399.6000 M825 1000000 3 924.6000 S27 S137 184 N S27->S2->2_226->S137
3407.8000 M319 1000000 3 2450.8000 S114 S190 159 N S114->S72->2_226->S190
3430.8000 M727 1000000 2 1249.8000 S168 S96 179 N S168->9_307->S96
3438.4000 M900 1000000 3 738.4000 S116 S62 187 N S116->S30->4_245->S62
3461.4000 M953 1000000 2 602.4000 S133 S187 189 N S133->4_246->S187
3462.4000 M856 1000000 2 894.4000 S111 S187 185 N S111->4_246->S187
