# time  ID  size  fromHost  toHost  TTL  isResponse
1.0000 M1 1000000 S198 S84 400 N 
2.0000 M2 1000000 S25 S79 400 N 
3.0000 M3 1000000 S131 S76 400 N 
4.0000 M4 1000000 S202 S61 400 N 
5.0000 M5 1000000 S194 S56 400 N 
6.0000 M6 1000000 S47 S183 400 N 
7.0000 M7 1000000 S207 S196 400 N 
8.0000 M8 1000000 S106 S140 400 N 
9.0000 M9 1000000 S211 S180 400 N 
10.0000 M10 1000000 S53 S145 400 N 
11.0000 M11 1000000 S55 S212 400 N 
12.0000 M12 1000000 S101 S134 400 N 
13.0000 M13 1000000 S180 S6 400 N 
14.0000 M14 1000000 S192 S38 400 N 
15.0000 M15 1000000 S145 S78 400 N 
16.0000 M16 1000000 S21 S73 400 N 
17.0000 M17 1000000 S118 S99 400 N 
18.0000 M18 1000000 S197 S208 400 N 
19.0000 M19 1000000 S116 S169 400 N 
20.0000 M20 1000000 S98 S104 400 N 
21.0000 M21 1000000 S83 S56 400 N 
22.0000 M22 1000000 S160 S11 400 N 
23.0000 M23 1000000 S203 S36 400 N 
24.0000 M24 1000000 S136 S20 400 N 
25.0000 M25 1000000 S187 S26 400 N 
26.0000 M26 1000000 S48 S135 400 N 
27.0000 M27 1000000 S71 S81 400 N 
28.0000 M28 1000000 S61 S140 400 N 
29.0000 M29 1000000 S177 S64 400 N 
30.0000 M30 1000000 S101 S211 400 N 
31.0000 M31 1000000 S87 S142 400 N 
32.0000 M32 1000000 S81 S117 400 N 
33.0000 M33 1000000 S67 S170 400 N 
34.0000 M34 1000000 S187 S141 400 N 
35.0000 M35 1000000 S157 S164 400 N 
36.0000 M36 1000000 S3 S32 400 N 
37.0000 M37 1000000 S108 S5 400 N 
38.0000 M38 1000000 S211 S125 400 N 
39.0000 M39 1000000 S144 S2 400 N 
40.0000 M40 1000000 S6 S48 400 N 
41.0000 M41 1000000 S77 S15 400 N 
42.0000 M42 1000000 S66 S183 400 N 
43.0000 M43 1000000 S21 S45 400 N 
44.0000 M44 1000000 S108 S20 400 N 
45.0000 M45 1000000 S191 S171 400 N 
46.0000 M46 1000000 S126 S125 400 N 
47.0000 M47 1000000 S185 S13 400 N 
48.0000 M48 1000000 S51 S44 400 N 
49.0000 M49 1000000 S167 S133 400 N 
50.0000 M50 1000000 S164 S21 400 N 
51.0000 M51 1000000 S77 S4 400 N 
52.0000 M52 1000000 S125 S165 400 N 
53.0000 M53 1000000 S59 S119 400 N 
54.0000 M54 1000000 S8 S183 400 N 
55.0000 M55 1000000 S117 S26 400 N 
56.0000 M56 1000000 S33 S204 400 N 
57.0000 M57 1000000 S15 S82 400 N 
58.0000 M58 1000000 S145 S39 400 N 
59.0000 M59 1000000 S65 S93 400 N 
60.0000 M60 1000000 S66 S70 400 N 
61.0000 M61 1000000 S61 S128 400 N 
62.0000 M62 1000000 S61 S52 400 N 
63.0000 M63 1000000 S86 S66 400 N 
64.0000 M64 1000000 S94 S189 400 N 
65.0000 M65 1000000 S206 S34 400 N 
66.0000 M66 1000000 S75 S43 400 N 
67.0000 M67 1000000 S183 S161 400 N 
68.0000 M68 1000000 S96 S168 400 N 
69.0000 M69 1000000 S190 S93 400 N 
70.0000 M70 1000000 S2 S134 400 N 
71.0000 M71 1000000 S45 S2 400 N 
72.0000 M72 1000000 S52 S201 400 N 
73.0000 M73 1000000 S46 S196 400 N 
74.0000 M74 1000000 S87 S105 400 N 
75.0000 M75 1000000 S105 S72 400 N 
76.0000 M76 1000000 S58 S173 400 N 
77.0000 M77 1000000 S178 S66 400 N 
78.0000 M78 1000000 S149 S180 400 N 
79.0000 M79 1000000 S129 S182 400 N 
80.0000 M80 1000000 S184 S110 400 N 
81.0000 M81 1000000 S107 S150 400 N 
82.0000 M82 1000000 S64 S29 400 N 
83.0000 M83 1000000 S156 S111 400 N 
84.0000 M84 1000000 S159 S11 400 N 
85.0000 M85 1000000 S13 S141 400 N 
86.0000 M86 1000000 S163 S137 400 N 
87.0000 M87 1000000 S191 S159 400 N 
88.0000 M88 1000000 S32 S114 400 N 
89.0000 M89 1000000 S140 S165 400 N 
90.0000 M90 1000000 S14 S0 400 N 
91.0000 M91 1000000 S58 S136 400 N 
92.0000 M92 1000000 S184 S133 400 N 
93.0000 M93 1000000 S42 S152 400 N 
94.0000 M94 1000000 S188 S177 400 N 
95.0000 M95 1000000 S137 S185 400 N 
96.0000 M96 1000000 S203 S133 400 N 
97.0000 M97 1000000 S62 S29 400 N 
98.0000 M98 1000000 S113 S1 400 N 
99.0000 M99 1000000 S7 S64 400 N 
100.0000 M100 1000000 S57 S38 400 N 
101.0000 M101 1000000 S98 S146 400 N 
102.0000 M102 1000000 S127 S160 400 N 
103.0000 M103 1000000 S103 S131 400 N 
104.0000 M104 1000000 S0 S169 400 N 
105.0000 M105 1000000 S124 S59 400 N 
106.0000 M106 1000000 S55 S11 400 N 
107.0000 M107 1000000 S0 S133 400 N 
108.0000 M108 1000000 S135 S96 400 N 
109.0000 M109 1000000 S12 S13 400 N 
110.0000 M110 1000000 S47 S61 400 N 
111.0000 M111 1000000 S18 S72 400 N 
112.0000 M112 1000000 S73 S120 400 N 
113.0000 M113 1000000 S20 S93 400 N 
114.0000 M114 1000000 S192 S46 400 N 
115.0000 M115 1000000 S16 S187 400 N 
116.0000 M116 1000000 S123 S160 400 N 
117.0000 M117 1000000 S59 S92 400 N 
118.0000 M118 1000000 S200 S1 400 N 
119.0000 M119 1000000 S155 S17 400 N 
120.0000 M120 1000000 S29 S28 400 N 
121.0000 M121 1000000 S58 S153 400 N 
122.0000 M122 1000000 S117 S6 400 N 
123.0000 M123 1000000 S53 S161 400 N 
124.0000 M124 1000000 S174 S55 400 N 
125.0000 M125 1000000 S48 S179 400 N 
126.0000 M126 1000000 S136 S175 400 N 
127.0000 M127 1000000 S169 S138 400 N 
128.0000 M128 1000000 S202 S151 400 N 
129.0000 M129 1000000 S123 S142 400 N 
130.0000 M130 1000000 S18 S14 400 N 
131.0000 M131 1000000 S178 S16 400 N 
132.0000 M132 1000000 S32 S136 400 N 
133.0000 M133 1000000 S210 S77 400 N 
134.0000 M134 1000000 S173 S179 400 N 
135.0000 M135 1000000 S16 S191 400 N 
136.0000 M136 1000000 S151 S189 400 N 
137.0000 M137 1000000 S62 S191 400 N 
138.0000 M138 1000000 S208 S47 400 N 
139.0000 M139 1000000 S174 S163 400 N 
140.0000 M140 1000000 S65 S3 400 N 
141.0000 M141 1000000 S178 S141 400 N 
142.0000 M142 1000000 S65 S120 400 N 
143.0000 M143 1000000 S207 S181 400 N 
144.0000 M144 1000000 S19 S174 400 N 
145.0000 M145 1000000 S150 S76 400 N 
146.0000 M146 1000000 S27 S128 400 N 
147.0000 M147 1000000 S109 S131 400 N 
148.0000 M148 1000000 S83 S131 400 N 
149.0000 M149 1000000 S17 S51 400 N 
150.0000 M150 1000000 S81 S47 400 N 
151.0000 M151 1000000 S205 S209 400 N 
152.0000 M152 1000000 S28 S113 400 N 
153.0000 M153 1000000 S51 S124 400 N 
154.0000 M154 1000000 S204 S76 400 N 
155.0000 M155 1000000 S46 S17 400 N 
156.0000 M156 1000000 S39 S127 400 N 
157.0000 M157 1000000 S11 S75 400 N 
158.0000 M158 1000000 S34 S144 400 N 
159.0000 M159 1000000 S80 S205 400 N 
160.0000 M160 1000000 S48 S206 400 N 
161.0000 M161 1000000 S166 S105 400 N 
162.0000 M162 1000000 S168 S24 400 N 
163.0000 M163 1000000 S93 S129 400 N 
164.0000 M164 1000000 S6 S47 400 N 
165.0000 M165 1000000 S88 S104 400 N 
