# time  created  delivered  delivered/created
12085.0000 2417 54 0.0223
12090.0000 2418 54 0.0223
12095.0000 2419 54 0.0223
12100.0000 2420 54 0.0223
12105.0000 2421 54 0.0223
12110.0000 2422 54 0.0223
12115.0000 2423 54 0.0223
12120.0000 2424 54 0.0223
12125.0000 2425 54 0.0223
12130.0000 2426 54 0.0223
12135.0000 2427 54 0.0222
12140.0000 2428 54 0.0222
12145.0000 2429 54 0.0222
12150.0000 2430 54 0.0222
12155.0000 2431 54 0.0222
12160.0000 2432 54 0.0222
12165.0000 2433 54 0.0222
12170.0000 2434 54 0.0222
12175.0000 2435 54 0.0222
12180.0000 2436 54 0.0222
12185.0000 2437 54 0.0222
12190.0000 2438 54 0.0221
12195.0000 2439 54 0.0221
12200.0000 2440 54 0.0221
12205.0000 2441 54 0.0221
12210.0000 2442 54 0.0221
12215.0000 2443 54 0.0221
12220.0000 2444 54 0.0221
12225.0000 2445 54 0.0221
12230.0000 2446 54 0.0221
12235.0000 2447 54 0.0221
12240.0000 2448 54 0.0221
12245.0000 2449 54 0.0220
12250.0000 2450 54 0.0220
12255.0000 2451 54 0.0220
12260.0000 2452 54 0.0220
12265.0000 2453 54 0.0220
12270.0000 2454 54 0.0220
12275.0000 2455 54 0.0220
12280.0000 2456 54 0.0220
12285.0000 2457 54 0.0220
12290.0000 2458 54 0.0220
12295.0000 2459 54 0.0220
12300.0000 2460 54 0.0220
12305.0000 2461 54 0.0219
12310.0000 2462 54 0.0219
12315.0000 2463 54 0.0219
12320.0000 2464 54 0.0219
12325.0000 2465 54 0.0219
12330.0000 2466 54 0.0219
12335.0000 2467 54 0.0219
12340.0000 2468 54 0.0219
12345.0000 2469 54 0.0219
12350.0000 2470 54 0.0219
12355.0000 2471 54 0.0219
12360.0000 2472 54 0.0218
12365.0000 2473 54 0.0218
12370.0000 2474 54 0.0218
12375.0000 2475 54 0.0218
12380.0000 2476 54 0.0218
12385.0000 2477 54 0.0218
12390.0000 2478 54 0.0218
12395.0000 2479 54 0.0218
12400.0000 2480 54 0.0218
12405.0000 2481 54 0.0218
12410.0000 2482 54 0.0218
12415.0000 2483 54 0.0217
12420.0000 2484 54 0.0217
12420.0000 2484 55 0.0221
12425.0000 2485 55 0.0221
12430.0000 2486 55 0.0221
12435.0000 2487 55 0.0221
12440.0000 2488 55 0.0221
12445.0000 2489 55 0.0221
12450.0000 2490 55 0.0221
12455.0000 2491 55 0.0221
12460.0000 2492 55 0.0221
12465.0000 2493 55 0.0221
12470.0000 2494 55 0.0221
12475.0000 2495 55 0.0220
12480.0000 2496 55 0.0220
12485.0000 2497 55 0.0220
12490.0000 2498 55 0.0220
12495.0000 2499 55 0.0220
12500.0000 2500 55 0.0220
12505.0000 2501 55 0.0220
12510.0000 2502 55 0.0220
12515.0000 2503 55 0.0220
12520.0000 2504 55 0.0220
12525.0000 2505 55 0.0220
12530.0000 2506 55 0.0219
12535.0000 2507 55 0.0219
12540.0000 2508 55 0.0219
12545.0000 2509 55 0.0219
12550.0000 2510 55 0.0219
12555.0000 2511 55 0.0219
12560.0000 2512 55 0.0219
12565.0000 2513 55 0.0219
12570.0000 2514 55 0.0219
12575.0000 2515 55 0.0219
12580.0000 2516 55 0.0219
12585.0000 2517 55 0.0219
12590.0000 2518 55 0.0218
12595.0000 2519 55 0.0218
12600.0000 2520 55 0.0218
12605.0000 2521 55 0.0218
12610.0000 2522 55 0.0218
12615.0000 2523 55 0.0218
12620.0000 2524 55 0.0218
12625.0000 2525 55 0.0218
12630.0000 2526 55 0.0218
12635.0000 2527 55 0.0218
12640.0000 2528 55 0.0218
12645.0000 2529 55 0.0217
12650.0000 2530 55 0.0217
12655.0000 2531 55 0.0217
12660.0000 2532 55 0.0217
12665.0000 2533 55 0.0217
12670.0000 2534 55 0.0217
12675.0000 2535 55 0.0217
12680.0000 2536 55 0.0217
12685.0000 2537 55 0.0217
12690.0000 2538 55 0.0217
12695.0000 2539 55 0.0217
12700.0000 2540 55 0.0217
12705.0000 2541 55 0.0216
12710.0000 2542 55 0.0216
12715.0000 2543 55 0.0216
12720.0000 2544 55 0.0216
12725.0000 2545 55 0.0216
12730.0000 2546 55 0.0216
12735.0000 2547 55 0.0216
12740.0000 2548 55 0.0216
12745.0000 2549 55 0.0216
12750.0000 2550 55 0.0216
12755.0000 2551 55 0.0216
12760.0000 2552 55 0.0216
12765.0000 2553 55 0.0215
12770.0000 2554 55 0.0215
12775.0000 2555 55 0.0215
12780.0000 2556 55 0.0215
12785.0000 2557 55 0.0215
12790.0000 2558 55 0.0215
12795.0000 2559 55 0.0215
12800.0000 2560 55 0.0215
12805.0000 2561 55 0.0215
12810.0000 2562 55 0.0215
12815.0000 2563 55 0.0215
12820.0000 2564 55 0.0215
12825.0000 2565 55 0.0214
12830.0000 2566 55 0.0214
12835.0000 2567 55 0.0214
12840.0000 2568 55 0.0214
12845.0000 2569 55 0.0214
12850.0000 2570 55 0.0214
12855.0000 2571 55 0.0214
12860.0000 2572 55 0.0214
12865.0000 2573 55 0.0214
12870.0000 2574 55 0.0214
12875.0000 2575 55 0.0214
12880.0000 2576 55 0.0214
12885.0000 2577 55 0.0213
12890.0000 2578 55 0.0213
12895.0000 2579 55 0.0213
12900.0000 2580 55 0.0213
12905.0000 2581 55 0.0213
12910.0000 2582 55 0.0213
12915.0000 2583 55 0.0213
12920.0000 2584 55 0.0213
12925.0000 2585 55 0.0213
12930.0000 2586 55 0.0213
12935.0000 2587 55 0.0213
12940.0000 2588 55 0.0213
12945.0000 2589 55 0.0212
12950.0000 2590 55 0.0212
12955.0000 2591 55 0.0212
12960.0000 2592 55 0.0212
12965.0000 2593 55 0.0212
12970.0000 2594 55 0.0212
12975.0000 2595 55 0.0212
12980.0000 2596 55 0.0212
12985.0000 2597 55 0.0212
12990.0000 2598 55 0.0212
12995.0000 2599 55 0.0212
13000.0000 2600 55 0.0212
13005.0000 2601 55 0.0211
13010.0000 2602 55 0.0211
13015.0000 2603 55 0.0211
13015.0000 2603 56 0.0215
13020.0000 2604 56 0.0215
13025.0000 2605 56 0.0215
13030.0000 2606 56 0.0215
13035.0000 2607 56 0.0215
13040.0000 2608 56 0.0215
13045.0000 2609 56 0.0215
13050.0000 2610 56 0.0215
13055.0000 2611 56 0.0214
13060.0000 2612 56 0.0214
13065.0000 2613 56 0.0214
13070.0000 2614 56 0.0214
13075.0000 2615 56 0.0214
13080.0000 2616 56 0.0214
13085.0000 2617 56 0.0214
13090.0000 2618 56 0.0214
13095.0000 2619 56 0.0214
13100.0000 2620 56 0.0214
13105.0000 2621 56 0.0214
13110.0000 2622 56 0.0214
13115.0000 2623 56 0.0213
13120.0000 2624 56 0.0213
13125.0000 2625 56 0.0213
13130.0000 2626 56 0.0213
13135.0000 2627 56 0.0213
13140.0000 2628 56 0.0213
13145.0000 2629 56 0.0213
13150.0000 2630 56 0.0213
13155.0000 2631 56 0.0213
13160.0000 2632 56 0.0213
13165.0000 2633 56 0.0213
13170.0000 2634 56 0.0213
13175.0000 2635 56 0.0213
13180.0000 2636 56 0.0212
13185.0000 2637 56 0.0212
13190.0000 2638 56 0.0212
13195.0000 2639 56 0.0212
13200.0000 2640 56 0.0212
13205.0000 2641 56 0.0212
13210.0000 2642 56 0.0212
13215.0000 2643 56 0.0212
13220.0000 2644 56 0.0212
13225.0000 2645 56 0.0212
13230.0000 2646 56 0.0212
13235.0000 2647 56 0.0212
13240.0000 2648 56 0.0211
13245.0000 2649 56 0.0211
13250.0000 2650 56 0.0211
13255.0000 2651 56 0.0211
13260.0000 2652 56 0.0211
13265.0000 2653 56 0.0211
13270.0000 2654 56 0.0211
13275.0000 2655 56 0.0211
13280.0000 2656 56 0.0211
13285.0000 2657 56 0.0211
13290.0000 2658 56 0.0211
13295.0000 2659 56 0.0211
13295.0000 2659 57 0.0214
13300.0000 2660 57 0.0214
13305.0000 2661 57 0.0214
13310.0000 2662 57 0.0214
13315.0000 2663 57 0.0214
13320.0000 2664 57 0.0214
13325.0000 2665 57 0.0214
13330.0000 2666 57 0.0214
13335.0000 2667 57 0.0214
13340.0000 2668 57 0.0214
13345.0000 2669 57 0.0214
13350.0000 2670 57 0.0213
13355.0000 2671 57 0.0213
13360.0000 2672 57 0.0213
13365.0000 2673 57 0.0213
13370.0000 2674 57 0.0213
13375.0000 2675 57 0.0213
13380.0000 2676 57 0.0213
13385.0000 2677 57 0.0213
13390.0000 2678 57 0.0213
13395.0000 2679 57 0.0213
13400.0000 2680 57 0.0213
13405.0000 2681 57 0.0213
13410.0000 2682 57 0.0213
13415.0000 2683 57 0.0212
13420.0000 2684 57 0.0212
13425.0000 2685 57 0.0212
13430.0000 2686 57 0.0212
13435.0000 2687 57 0.0212
13440.0000 2688 57 0.0212
13445.0000 2689 57 0.0212
13450.0000 2690 57 0.0212
13455.0000 2691 57 0.0212
13460.0000 2692 57 0.0212
13465.0000 2693 57 0.0212
13470.0000 2694 57 0.0212
13475.0000 2695 57 0.0212
13480.0000 2696 57 0.0211
13485.0000 2697 57 0.0211
13490.0000 2698 57 0.0211
13495.0000 2699 57 0.0211
13500.0000 2700 57 0.0211
13505.0000 2701 57 0.0211
13510.0000 2702 57 0.0211
13515.0000 2703 57 0.0211
13520.0000 2704 57 0.0211
13525.0000 2705 57 0.0211
13530.0000 2706 57 0.0211
13535.0000 2707 57 0.0211
13540.0000 2708 57 0.0210
13545.0000 2709 57 0.0210
13550.0000 2710 57 0.0210
13555.0000 2711 57 0.0210
13560.0000 2712 57 0.0210
13565.0000 2713 57 0.0210
13570.0000 2714 57 0.0210
13575.0000 2715 57 0.0210
13580.0000 2716 57 0.0210
13585.0000 2717 57 0.0210
13590.0000 2718 57 0.0210
13595.0000 2719 57 0.0210
13600.0000 2720 57 0.0210
13605.0000 2721 57 0.0209
13610.0000 2722 57 0.0209
13615.0000 2723 57 0.0209
13620.0000 2724 57 0.0209
13625.0000 2725 57 0.0209
13630.0000 2726 57 0.0209
13635.0000 2727 57 0.0209
13640.0000 2728 57 0.0209
13645.0000 2729 57 0.0209
13650.0000 2730 57 0.0209
13655.0000 2731 57 0.0209
13660.0000 2732 57 0.0209
13665.0000 2733 57 0.0209
13670.0000 2734 57 0.0208
13675.0000 2735 57 0.0208
13680.0000 2736 57 0.0208
13685.0000 2737 57 0.0208
13690.0000 2738 57 0.0208
13695.0000 2739 57 0.0208
13700.0000 2740 57 0.0208
13705.0000 2741 57 0.0208
13710.0000 2742 57 0.0208
13715.0000 2743 57 0.0208
13720.0000 2744 57 0.0208
13725.0000 2745 57 0.0208
13730.0000 2746 57 0.0208
13735.0000 2747 57 0.0207
13740.0000 2748 57 0.0207
13745.0000 2749 57 0.0207
13750.0000 2750 57 0.0207
13755.0000 2751 57 0.0207
13760.0000 2752 57 0.0207
13765.0000 2753 57 0.0207
13770.0000 2754 57 0.0207
13775.0000 2755 57 0.0207
13780.0000 2756 57 0.0207
13785.0000 2757 57 0.0207
13790.0000 2758 57 0.0207
13795.0000 2759 57 0.0207
13800.0000 2760 57 0.0207
13805.0000 2761 57 0.0206
13810.0000 2762 57 0.0206
13815.0000 2763 57 0.0206
13820.0000 2764 57 0.0206
13825.0000 2765 57 0.0206
13830.0000 2766 57 0.0206
13835.0000 2767 57 0.0206
13840.0000 2768 57 0.0206
13845.0000 2769 57 0.0206
13850.0000 2770 57 0.0206
13855.0000 2771 57 0.0206
13860.0000 2772 57 0.0206
13865.0000 2773 57 0.0206
13870.0000 2774 57 0.0205
13875.0000 2775 57 0.0205
13880.0000 2776 57 0.0205
13885.0000 2777 57 0.0205
13890.0000 2778 57 0.0205
13895.0000 2779 57 0.0205
13900.0000 2780 57 0.0205
13905.0000 2781 57 0.0205
13910.0000 2782 57 0.0205
13915.0000 2783 57 0.0205
13920.0000 2784 57 0.0205
13925.0000 2785 57 0.0205
13930.0000 2786 57 0.0205
13935.0000 2787 57 0.0205
13940.0000 2788 57 0.0204
13945.0000 2789 57 0.0204
13950.0000 2790 57 0.0204
13955.0000 2791 57 0.0204
13960.0000 2792 57 0.0204
13965.0000 2793 57 0.0204
13970.0000 2794 57 0.0204
13975.0000 2795 57 0.0204
13980.0000 2796 57 0.0204
13985.0000 2797 57 0.0204
13990.0000 2798 57 0.0204
13995.0000 2799 57 0.0204
14000.0000 2800 57 0.0204
14005.0000 2801 57 0.0203
14010.0000 2802 57 0.0203
14015.0000 2803 57 0.0203
14020.0000 2804 57 0.0203
14025.0000 2805 57 0.0203
14030.0000 2806 57 0.0203
14035.0000 2807 57 0.0203
14040.0000 2808 57 0.0203
14045.0000 2809 57 0.0203
14050.0000 2810 57 0.0203
14055.0000 2811 57 0.0203
14060.0000 2812 57 0.0203
14065.0000 2813 57 0.0203
14070.0000 2814 57 0.0203
14075.0000 2815 57 0.0202
14080.0000 2816 57 0.0202
14085.0000 2817 57 0.0202
14090.0000 2818 57 0.0202
14095.0000 2819 57 0.0202
14100.0000 2820 57 0.0202
14105.0000 2821 57 0.0202
14110.0000 2822 57 0.0202
14115.0000 2823 57 0.0202
14120.0000 2824 57 0.0202
14125.0000 2825 57 0.0202
14130.0000 2826 57 0.0202
14135.0000 2827 57 0.0202
14140.0000 2828 57 0.0202
14145.0000 2829 57 0.0201
14150.0000 2830 57 0.0201
14155.0000 2831 57 0.0201
14160.0000 2832 57 0.0201
14165.0000 2833 57 0.0201
14170.0000 2834 57 0.0201
14175.0000 2835 57 0.0201
14180.0000 2836 57 0.0201
14185.0000 2837 57 0.0201
14190.0000 2838 57 0.0201
14195.0000 2839 57 0.0201
14200.0000 2840 57 0.0201
14205.0000 2841 57 0.0201
14210.0000 2842 57 0.0201
14215.0000 2843 57 0.0200
14220.0000 2844 57 0.0200
14225.0000 2845 57 0.0200
14230.0000 2846 57 0.0200
14235.0000 2847 57 0.0200
14240.0000 2848 57 0.0200
14245.0000 2849 57 0.0200
14250.0000 2850 57 0.0200
14255.0000 2851 57 0.0200
14260.0000 2852 57 0.0200
14265.0000 2853 57 0.0200
14270.0000 2854 57 0.0200
14275.0000 2855 57 0.0200
14280.0000 2856 57 0.0200
14285.0000 2857 57 0.0200
14290.0000 2858 57 0.0199
14295.0000 2859 57 0.0199
14300.0000 2860 57 0.0199
14305.0000 2861 57 0.0199
14310.0000 2862 57 0.0199
14315.0000 2863 57 0.0199
14320.0000 2864 57 0.0199
14325.0000 2865 57 0.0199
14330.0000 2866 57 0.0199
14335.0000 2867 57 0.0199
14340.0000 2868 57 0.0199
14345.0000 2869 57 0.0199
14350.0000 2870 57 0.0199
14355.0000 2871 57 0.0199
14360.0000 2872 57 0.0198
14365.0000 2873 57 0.0198
14370.0000 2874 57 0.0198
14375.0000 2875 57 0.0198
14380.0000 2876 57 0.0198
14385.0000 2877 57 0.0198
14390.0000 2878 57 0.0198
14395.0000 2879 57 0.0198
14400.0000 2880 57 0.0198
14405.0000 2881 57 0.0198
14410.0000 2882 57 0.0198
14415.0000 2883 57 0.0198
14420.0000 2884 57 0.0198
14425.0000 2885 57 0.0198
14430.0000 2886 57 0.0198
14435.0000 2887 57 0.0197
14440.0000 2888 57 0.0197
14445.0000 2889 57 0.0197
14450.0000 2890 57 0.0197
14455.0000 2891 57 0.0197
14460.0000 2892 57 0.0197
14465.0000 2893 57 0.0197
14470.0000 2894 57 0.0197
14475.0000 2895 57 0.0197
14480.0000 2896 57 0.0197
14485.0000 2897 57 0.0197
14490.0000 2898 57 0.0197
14495.0000 2899 57 0.0197
14500.0000 2900 57 0.0197
14505.0000 2901 57 0.0196
14510.0000 2902 57 0.0196
14515.0000 2903 57 0.0196
14520.0000 2904 57 0.0196
14525.0000 2905 57 0.0196
14530.0000 2906 57 0.0196
14535.0000 2907 57 0.0196
14540.0000 2908 57 0.0196
14545.0000 2909 57 0.0196
14550.0000 2910 57 0.0196
14555.0000 2911 57 0.0196
14560.0000 2912 57 0.0196
14565.0000 2913 57 0.0196
14570.0000 2914 57 0.0196
14575.0000 2915 57 0.0196
14580.0000 2916 57 0.0195
14585.0000 2917 57 0.0195
14590.0000 2918 57 0.0195
14595.0000 2919 57 0.0195
14600.0000 2920 57 0.0195
14605.0000 2921 57 0.0195
14610.0000 2922 57 0.0195
14615.0000 2923 57 0.0195
14620.0000 2924 57 0.0195
14625.0000 2925 57 0.0195
14630.0000 2926 57 0.0195
14635.0000 2927 57 0.0195
14640.0000 2928 57 0.0195
14645.0000 2929 57 0.0195
14650.0000 2930 57 0.0195
14655.0000 2931 57 0.0194
14660.0000 2932 57 0.0194
14665.0000 2933 57 0.0194
14670.0000 2934 57 0.0194
14675.0000 2935 57 0.0194
14680.0000 2936 57 0.0194
14685.0000 2937 57 0.0194
14690.0000 2938 57 0.0194
14695.0000 2939 57 0.0194
14700.0000 2940 57 0.0194
14705.0000 2941 57 0.0194
14710.0000 2942 57 0.0194
14715.0000 2943 57 0.0194
14720.0000 2944 57 0.0194
14725.0000 2945 57 0.0194
14730.0000 2946 57 0.0193
14735.0000 2947 57 0.0193
14740.0000 2948 57 0.0193
14745.0000 2949 57 0.0193
14750.0000 2950 57 0.0193
14755.0000 2951 57 0.0193
14760.0000 2952 57 0.0193
14765.0000 2953 57 0.0193
14770.0000 2954 57 0.0193
14775.0000 2955 57 0.0193
14780.0000 2956 57 0.0193
14785.0000 2957 57 0.0193
14790.0000 2958 57 0.0193
14795.0000 2959 57 0.0193
14800.0000 2960 57 0.0193
14805.0000 2961 57 0.0193
14810.0000 2962 57 0.0192
14815.0000 2963 57 0.0192
14820.0000 2964 57 0.0192
14825.0000 2965 57 0.0192
14830.0000 2966 57 0.0192
14835.0000 2967 57 0.0192
14840.0000 2968 57 0.0192
14845.0000 2969 57 0.0192
14850.0000 2970 57 0.0192
14855.0000 2971 57 0.0192
14860.0000 2972 57 0.0192
14865.0000 2973 57 0.0192
14870.0000 2974 57 0.0192
14875.0000 2975 57 0.0192
14880.0000 2976 57 0.0192
14885.0000 2977 57 0.0191
14890.0000 2978 57 0.0191
14895.0000 2979 57 0.0191
14900.0000 2980 57 0.0191
14905.0000 2981 57 0.0191
14910.0000 2982 57 0.0191
14915.0000 2983 57 0.0191
14920.0000 2984 57 0.0191
14925.0000 2985 57 0.0191
14930.0000 2986 57 0.0191
14935.0000 2987 57 0.0191
14940.0000 2988 57 0.0191
14945.0000 2989 57 0.0191
14950.0000 2990 57 0.0191
14955.0000 2991 57 0.0191
14960.0000 2992 57 0.0191
14965.0000 2993 57 0.0190
14970.0000 2994 57 0.0190
14975.0000 2995 57 0.0190
14980.0000 2996 57 0.0190
14985.0000 2997 57 0.0190
14990.0000 2998 57 0.0190
14995.0000 2999 57 0.0190
15000.0000 3000 57 0.0190
15005.0000 3001 57 0.0190
15010.0000 3002 57 0.0190
15015.0000 3003 57 0.0190
15020.0000 3004 57 0.0190
15025.0000 3005 57 0.0190
15030.0000 3006 57 0.0190
15035.0000 3007 57 0.0190
15040.0000 3008 57 0.0189
15045.0000 3009 57 0.0189
15050.0000 3010 57 0.0189
15055.0000 3011 57 0.0189
15060.0000 3012 57 0.0189
15065.0000 3013 57 0.0189
15070.0000 3014 57 0.0189
15075.0000 3015 57 0.0189
15080.0000 3016 57 0.0189
