/root/the-one-transit/reports/helsinki1True_router:ProphetV2Router_bSize:1000G_Ttl:200_Events1.size:1M_endTime:39600_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.6_gamma:1.0_tSpeed:5M_tRange:80_seed:2_MessageStatsReport.txt does not exist. Simulating...
Setting values: {'Group.router': 'ProphetV2Router', 'Group.bufferSize': '1000G', 'Group.msgTtl': '200', 'Events1.size': '1M', 'MovementModel.warmup': '18000', 'Scenario.endTime': '39600', 'Events1.interval': '5', 'Scenario.updateInterval': '0.1', 'ProphetV2Router.beta': '0.6', 'ProphetV2Router.gamma': '1.0', 'btInterface.transmitSpeed': '5M', 'btInterface.transmitRange': '80', 'MovementModel.rngSeed': '2'}
['./one.sh', '-b', '1', 'helsinki1True_settings.txt']
Percent: 1/144
Run 1/1
11 in line defined by file data/helsinki1True/1_schedule.csv
10 in line defined by file data/helsinki1True/2_schedule.csv
10 in line defined by file data/helsinki1True/3_schedule.csv
16 in line defined by file data/helsinki1True/4_schedule.csv
15 in line defined by file data/helsinki1True/6T_schedule.csv
18 in line defined by file data/helsinki1True/7_schedule.csv
12 in line defined by file data/helsinki1True/8_schedule.csv
11 in line defined by file data/helsinki1True/9_schedule.csv
13 in line defined by file data/helsinki1True/10_schedule.csv
Running simulation 'helsinki1True_router:ProphetV2Router_bSize:1000G_Ttl:200_Events1.size:1M_endTime:39600_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.6_gamma:1.0_tSpeed:5M_tRange:80_seed:2'
60.0 2747: 45.78 1/s
120.0 3385: 10.64 1/s
180.0 3914: 8.81 1/s
240.0 4400: 8.10 1/s
300.0 4817: 6.95 1/s
360.0 5210: 6.55 1/s
420.9 5525: 5.17 1/s
480.9 5855: 5.50 1/s
540.9 6177: 5.37 1/s
600.9 6503: 5.44 1/s
660.9 6807: 5.06 1/s
720.9 7128: 5.36 1/s
780.9 7429: 5.01 1/s
840.9 7734: 5.09 1/s
901.0 8039: 5.09 1/s
961.0 8348: 5.14 1/s
1021.0 8651: 5.05 1/s
1081.0 8960: 5.15 1/s
1141.0 9264: 5.07 1/s
1201.0 9582: 5.29 1/s
1261.0 9897: 5.25 1/s
1321.0 10200: 5.05 1/s
1381.1 10512: 5.21 1/s
1441.1 10825: 5.21 1/s
1501.1 11142: 5.28 1/s
1561.1 11467: 5.42 1/s
1621.1 11784: 5.28 1/s
1681.1 12106: 5.36 1/s
1741.1 12439: 5.55 1/s
1801.2 12812: 6.21 1/s
1861.2 13226: 6.91 1/s
1921.2 13677: 7.52 1/s
1981.2 14183: 8.43 1/s
2041.2 14770: 9.78 1/s
2101.2 15451: 11.35 1/s
2161.2 16307: 14.27 1/s
2221.2 17488: 19.67 1/s
2281.2 19180: 28.20 1/s
2341.2 20159: 16.32 1/s
2401.2 20712: 9.22 1/s
2461.2 21121: 6.80 1/s
2521.2 21425: 5.08 1/s
2581.2 21669: 4.06 1/s
2641.2 21878: 3.49 1/s
2701.3 22064: 3.09 1/s
2761.3 22226: 2.71 1/s
2821.3 22369: 2.37 1/s
2881.3 22506: 2.28 1/s
2941.4 22635: 2.16 1/s
3001.7 22761: 2.10 1/s
3061.8 22880: 1.97 1/s
3121.8 22992: 1.88 1/s
3181.8 23089: 1.61 1/s
3241.8 23188: 1.65 1/s
3301.9 23287: 1.65 1/s
3362.2 23382: 1.58 1/s
3422.2 23473: 1.52 1/s
3482.2 23561: 1.46 1/s
3542.3 23650: 1.48 1/s
3602.3 23743: 1.55 1/s
3662.4 23825: 1.37 1/s
3722.5 23912: 1.44 1/s
3782.5 23998: 1.43 1/s
3842.5 24080: 1.37 1/s
3902.5 24164: 1.41 1/s
3962.5 24244: 1.33 1/s
4022.6 24325: 1.34 1/s
4082.6 24401: 1.28 1/s
4142.7 24478: 1.28 1/s
4202.7 24553: 1.25 1/s
4262.7 24629: 1.26 1/s
4322.7 24706: 1.28 1/s
4382.8 24781: 1.24 1/s
4442.8 24852: 1.19 1/s
4503.4 24920: 1.13 1/s
4563.5 24991: 1.20 1/s
4623.6 25060: 1.14 1/s
4683.6 25130: 1.17 1/s
4743.7 25199: 1.15 1/s
4803.8 25270: 1.18 1/s
4863.8 25336: 1.10 1/s
4923.9 25404: 1.12 1/s
4983.9 25471: 1.12 1/s
5043.9 25537: 1.09 1/s
5104.0 25604: 1.12 1/s
5164.0 25669: 1.09 1/s
5224.0 25734: 1.09 1/s
5284.1 25802: 1.13 1/s
5344.1 25868: 1.09 1/s
5404.2 25930: 1.04 1/s
5464.2 25998: 1.13 1/s
5524.3 26062: 1.07 1/s
5584.3 26125: 1.04 1/s
5644.3 26189: 1.08 1/s
5704.4 26250: 1.01 1/s
5764.4 26311: 1.02 1/s
5824.4 26376: 1.08 1/s
5884.4 26439: 1.04 1/s
5944.5 26501: 1.05 1/s
6004.5 26564: 1.04 1/s
6064.5 26627: 1.05 1/s
6124.6 26687: 1.00 1/s
6184.6 26745: 0.96 1/s
6244.6 26807: 1.04 1/s
6304.7 26865: 0.97 1/s
6364.7 26921: 0.93 1/s
6424.8 26980: 0.98 1/s
6484.9 27036: 0.92 1/s
6544.9 27092: 0.94 1/s
6605.0 27148: 0.93 1/s
6665.0 27206: 0.98 1/s
6725.0 27265: 0.98 1/s
6785.1 27322: 0.95 1/s
6845.1 27379: 0.95 1/s
6905.1 27439: 1.00 1/s
6965.1 27498: 0.98 1/s
7025.2 27557: 0.98 1/s
7085.2 27615: 0.97 1/s
7145.2 27671: 0.93 1/s
7205.3 27725: 0.90 1/s
7265.3 27784: 0.99 1/s
7325.4 27839: 0.91 1/s
7385.5 27894: 0.93 1/s
7445.6 27950: 0.93 1/s
7505.6 28006: 0.93 1/s
7565.7 28055: 0.82 1/s
7625.7 28109: 0.89 1/s
7685.7 28168: 0.98 1/s
7745.8 28224: 0.94 1/s
7805.8 28280: 0.93 1/s
7865.9 28336: 0.93 1/s
7926.0 28395: 0.99 1/s
7986.1 28448: 0.88 1/s
8046.3 28500: 0.86 1/s
8106.4 28556: 0.94 1/s
8166.5 28616: 0.99 1/s
8226.5 28671: 0.93 1/s
8286.6 28728: 0.94 1/s
8346.7 28782: 0.91 1/s
8406.7 28835: 0.88 1/s
8466.7 28892: 0.94 1/s
8526.8 28951: 0.99 1/s
8586.9 29008: 0.95 1/s
8646.9 29066: 0.95 1/s
8706.9 29121: 0.93 1/s
8767.0 29178: 0.94 1/s
8827.0 29232: 0.89 1/s
8887.1 29288: 0.94 1/s
8947.2 29344: 0.94 1/s
9007.3 29403: 0.98 1/s
9067.3 29462: 0.98 1/s
9127.4 29515: 0.88 1/s
9187.4 29572: 0.95 1/s
9247.5 29627: 0.92 1/s
9307.6 29681: 0.90 1/s
9367.6 29734: 0.88 1/s
9427.7 29790: 0.94 1/s
9487.7 29846: 0.92 1/s
9547.8 29898: 0.87 1/s
9607.8 29954: 0.94 1/s
9667.9 30011: 0.94 1/s
9728.1 30065: 0.91 1/s
9788.1 30118: 0.89 1/s
9848.2 30177: 0.98 1/s
9908.2 30232: 0.91 1/s
9968.2 30284: 0.87 1/s
10028.3 30338: 0.90 1/s
10088.4 30395: 0.95 1/s
10148.5 30451: 0.93 1/s
10208.5 30505: 0.90 1/s
10268.5 30565: 0.98 1/s
10328.7 30622: 0.96 1/s
10388.8 30676: 0.88 1/s
10448.9 30732: 0.94 1/s
10508.9 30794: 1.03 1/s
10568.9 30850: 0.94 1/s
